,created_at,entry_id,PM1.0 (CF=1) ug/m3,PM2.5 (CF=1) ug/m3,PM10.0 (CF=1) ug/m3,UptimeMinutes,RSSI_dbm,Atmospheric Pressure,gas_sensor,PM2.5 (CF=ATM) ug/m3,sensor,channel
19375,2021-07-31 15:13:21+00:00,,6.63,10.14,10.64,18240.0,0.0,997.85,,10.14,96036,1267969
19376,2021-07-31 15:15:21+00:00,,6.55,9.78,10.76,18240.0,0.0,997.81,,9.78,96036,1267969
19377,2021-07-31 15:17:21+00:00,,7.91,11.0,12.19,18240.0,0.0,997.88,,11.0,96036,1267969
19378,2021-07-31 15:19:21+00:00,,7.51,11.09,12.27,18240.0,0.0,997.93,,11.09,96036,1267969
19379,2021-07-31 15:21:21+00:00,,7.67,10.95,11.48,18240.0,0.0,997.89,,10.95,96036,1267969
19380,2021-07-31 15:23:21+00:00,,7.55,11.07,11.83,18072.0,0.0,997.87,,11.07,96036,1267969
19381,2021-07-31 15:25:21+00:00,,8.34,11.38,12.72,18240.0,0.0,997.84,,11.38,96036,1267969
19382,2021-07-31 15:27:21+00:00,,8.58,12.32,13.03,18240.0,0.0,997.75,,12.32,96036,1267969
19383,2021-07-31 15:29:21+00:00,,8.28,11.53,12.02,18240.0,0.0,997.77,,11.53,96036,1267969
19384,2021-07-31 15:31:24+00:00,,7.75,11.54,12.5,18576.0,0.0,997.8,,11.54,96036,1267969
19385,2021-07-31 15:33:21+00:00,,8.56,13.09,13.42,18240.0,0.0,997.82,,13.09,96036,1267969
19386,2021-07-31 15:35:21+00:00,,7.76,11.86,12.76,18240.0,0.0,997.81,,11.86,96036,1267969
19387,2021-07-31 15:37:21+00:00,,7.64,11.24,11.44,18240.0,0.0,997.87,,11.24,96036,1267969
19388,2021-07-31 15:39:21+00:00,,8.25,11.25,12.02,18240.0,0.0,997.87,,11.25,96036,1267969
19389,2021-07-31 15:41:21+00:00,,8.29,12.4,13.18,18240.0,0.0,997.83,,12.4,96036,1267969
19390,2021-07-31 15:43:21+00:00,,7.83,11.49,11.98,18240.0,0.0,997.84,,11.49,96036,1267969
19391,2021-07-31 15:45:21+00:00,,8.31,12.45,13.26,18240.0,0.0,997.85,,12.45,96036,1267969
19392,2021-07-31 15:47:21+00:00,,8.53,12.75,13.14,18240.0,0.0,997.86,,12.75,96036,1267969
19393,2021-07-31 15:49:23+00:00,,8.64,12.57,12.88,18408.0,0.0,997.9,,12.57,96036,1267969
19394,2021-07-31 15:51:21+00:00,,8.21,12.49,13.07,18240.0,0.0,997.86,,12.49,96036,1267969
19395,2021-07-31 15:53:21+00:00,,8.34,12.07,12.44,18240.0,0.0,997.8,,12.07,96036,1267969
19396,2021-07-31 15:55:21+00:00,,8.74,12.68,13.21,18240.0,0.0,997.78,,12.68,96036,1267969
19397,2021-07-31 15:57:21+00:00,,8.18,12.16,12.64,18240.0,0.0,997.85,,12.16,96036,1267969
19398,2021-07-31 15:59:21+00:00,,8.18,12.28,12.79,18240.0,0.0,997.8,,12.28,96036,1267969
19399,2021-07-31 16:01:21+00:00,,8.57,12.07,12.29,18240.0,0.0,997.83,,12.07,96036,1267969
19400,2021-07-31 16:03:21+00:00,,8.98,12.6,12.89,18240.0,0.0,997.86,,12.6,96036,1267969
19401,2021-07-31 16:05:21+00:00,,8.2,11.8,12.14,18240.0,0.0,997.92,,11.8,96036,1267969
19402,2021-07-31 16:07:21+00:00,,7.11,11.16,11.71,18240.0,0.0,997.83,,11.16,96036,1267969
19403,2021-07-31 16:09:21+00:00,,8.54,12.04,12.54,18240.0,0.0,997.85,,12.04,96036,1267969
19404,2021-07-31 16:11:21+00:00,,8.54,12.17,12.86,18240.0,0.0,997.86,,12.17,96036,1267969
19405,2021-07-31 16:13:21+00:00,,8.29,12.3,13.07,18240.0,0.0,997.81,,12.3,96036,1267969
19406,2021-07-31 16:15:21+00:00,,7.56,11.14,11.98,18240.0,0.0,997.8,,11.14,96036,1267969
19407,2021-07-31 16:17:21+00:00,,8.22,11.62,12.6,18240.0,0.0,997.76,,11.62,96036,1267969
19408,2021-07-31 16:19:21+00:00,,7.88,12.39,12.81,18240.0,0.0,997.74,,12.39,96036,1267969
19409,2021-07-31 16:21:21+00:00,,8.12,11.39,11.48,18240.0,0.0,997.78,,11.39,96036,1267969
19410,2021-07-31 16:23:22+00:00,,8.07,11.07,12.55,18240.0,0.0,997.72,,11.07,96036,1267969
19411,2021-07-31 16:25:22+00:00,,7.58,11.41,12.73,18240.0,0.0,997.66,,11.41,96036,1267969
19412,2021-07-31 16:27:22+00:00,,7.65,11.49,11.82,18240.0,0.0,997.58,,11.49,96036,1267969
19413,2021-07-31 16:29:22+00:00,,8.84,12.88,14.12,18240.0,0.0,997.58,,12.88,96036,1267969
19414,2021-07-31 16:31:22+00:00,,7.78,10.4,12.93,18240.0,0.0,997.52,,10.4,96036,1267969
19415,2021-07-31 16:33:22+00:00,,8.31,11.88,12.53,18240.0,0.0,997.54,,11.88,96036,1267969
19416,2021-07-31 16:35:22+00:00,,8.82,12.98,13.18,18240.0,0.0,997.55,,12.98,96036,1267969
19417,2021-07-31 16:37:22+00:00,,8.65,12.91,12.91,18240.0,0.0,997.5,,12.91,96036,1267969
19418,2021-07-31 16:39:22+00:00,,9.08,12.54,12.8,18240.0,0.0,997.38,,12.54,96036,1267969
19419,2021-07-31 16:41:22+00:00,,8.75,12.32,12.97,18240.0,0.0,997.32,,12.32,96036,1267969
19420,2021-07-31 16:43:22+00:00,,8.56,12.47,14.13,18240.0,0.0,997.3,,12.47,96036,1267969
19421,2021-07-31 16:45:22+00:00,,8.45,12.57,13.09,18240.0,0.0,997.36,,12.57,96036,1267969
19422,2021-07-31 16:47:22+00:00,,9.34,14.14,14.75,18240.0,0.0,997.34,,14.14,96036,1267969
19423,2021-07-31 16:49:22+00:00,,9.47,14.14,14.71,18240.0,0.0,997.32,,14.14,96036,1267969
19424,2021-07-31 16:51:22+00:00,,9.02,13.1,14.07,18240.0,0.0,997.32,,13.1,96036,1267969
19425,2021-07-31 16:53:22+00:00,,8.86,14.07,14.89,18240.0,0.0,997.24,,14.07,96036,1267969
19426,2021-07-31 16:55:22+00:00,,8.85,13.19,14.12,18240.0,0.0,997.23,,13.19,96036,1267969
19427,2021-07-31 16:57:22+00:00,,8.05,11.6,12.96,18240.0,0.0,997.25,,11.6,96036,1267969
19428,2021-07-31 16:59:22+00:00,,8.63,12.47,12.95,18240.0,0.0,997.23,,12.47,96036,1267969
19429,2021-07-31 17:01:22+00:00,,9.52,13.77,14.41,18240.0,0.0,997.17,,13.77,96036,1267969
19430,2021-07-31 17:03:22+00:00,,8.53,12.61,13.23,18240.0,0.0,997.06,,12.61,96036,1267969
19431,2021-07-31 17:05:22+00:00,,8.46,12.71,13.07,18240.0,0.0,997.11,,12.71,96036,1267969
19432,2021-07-31 17:07:22+00:00,,9.24,12.95,13.81,18240.0,0.0,997.07,,12.95,96036,1267969
19433,2021-07-31 17:09:22+00:00,,8.35,12.0,12.37,18240.0,0.0,997.06,,12.0,96036,1267969
19434,2021-07-31 17:11:22+00:00,,9.93,13.48,15.23,18240.0,0.0,997.03,,13.48,96036,1267969
19435,2021-07-31 17:13:22+00:00,,8.87,13.37,14.23,18240.0,0.0,997.01,,13.37,96036,1267969
19436,2021-07-31 17:15:22+00:00,,9.09,13.34,13.79,18240.0,0.0,996.93,,13.34,96036,1267969
19437,2021-07-31 17:17:22+00:00,,9.25,13.47,14.32,18240.0,0.0,996.89,,13.47,96036,1267969
19438,2021-07-31 17:19:22+00:00,,8.89,12.77,13.12,18240.0,0.0,996.88,,12.77,96036,1267969
19439,2021-07-31 17:21:22+00:00,,9.12,13.19,14.18,18240.0,0.0,996.86,,13.19,96036,1267969
19440,2021-07-31 17:23:22+00:00,,9.64,13.83,14.61,18072.0,0.0,996.78,,13.83,96036,1267969
19441,2021-07-31 17:25:23+00:00,,9.12,12.49,12.74,18408.0,0.0,996.79,,12.49,96036,1267969
19442,2021-07-31 17:27:22+00:00,,9.64,13.43,14.17,18240.0,0.0,996.78,,13.43,96036,1267969
19443,2021-07-31 17:29:22+00:00,,9.22,13.53,14.74,18240.0,0.0,996.72,,13.53,96036,1267969
19444,2021-07-31 17:31:22+00:00,,9.15,13.53,14.35,18240.0,0.0,996.73,,13.53,96036,1267969
19445,2021-07-31 17:33:22+00:00,,9.93,14.3,14.52,18240.0,0.0,996.72,,14.3,96036,1267969
19446,2021-07-31 17:35:22+00:00,,9.03,13.22,14.71,18240.0,0.0,996.67,,13.22,96036,1267969
19447,2021-07-31 17:37:22+00:00,,10.14,14.32,15.39,18240.0,0.0,996.65,,14.32,96036,1267969
19448,2021-07-31 17:39:22+00:00,,9.48,14.09,14.28,18240.0,0.0,996.67,,14.09,96036,1267969
19449,2021-07-31 17:41:22+00:00,,9.19,13.26,13.67,18240.0,0.0,996.68,,13.26,96036,1267969
19450,2021-07-31 17:43:23+00:00,,9.78,13.79,14.29,18240.0,0.0,996.63,,13.79,96036,1267969
19451,2021-07-31 17:45:22+00:00,,9.46,13.82,13.96,18240.0,0.0,996.66,,13.82,96036,1267969
19452,2021-07-31 17:47:22+00:00,,9.67,14.35,14.46,18240.0,0.0,996.64,,14.35,96036,1267969
19453,2021-07-31 17:49:22+00:00,,9.76,13.62,14.45,18104.0,0.0,996.59,,13.62,96036,1267969
19454,2021-07-31 17:51:22+00:00,,10.0,15.09,16.09,18240.0,0.0,996.5,,15.09,96036,1267969
19455,2021-07-31 17:53:22+00:00,,10.31,14.59,15.31,18240.0,0.0,996.52,,14.59,96036,1267969
19456,2021-07-31 17:55:22+00:00,,9.74,14.0,15.26,18240.0,0.0,996.46,,14.0,96036,1267969
19457,2021-07-31 17:57:22+00:00,,10.18,14.77,15.04,18104.0,0.0,996.48,,14.77,96036,1267969
19458,2021-07-31 17:59:22+00:00,,10.04,14.4,15.14,18240.0,0.0,996.45,,14.4,96036,1267969
19459,2021-07-31 18:01:22+00:00,,10.66,15.98,16.24,18240.0,0.0,996.38,,15.98,96036,1267969
19460,2021-07-31 18:03:22+00:00,,9.53,14.37,15.35,18240.0,0.0,996.33,,14.37,96036,1267969
19461,2021-07-31 18:05:22+00:00,,11.0,16.11,16.74,18240.0,0.0,996.32,,16.11,96036,1267969
19462,2021-07-31 18:07:22+00:00,,10.19,15.03,15.6,18240.0,0.0,996.3,,15.03,96036,1267969
19463,2021-07-31 18:09:22+00:00,,11.04,16.16,17.07,18240.0,0.0,996.3,,16.16,96036,1267969
19464,2021-07-31 18:11:22+00:00,,11.59,17.16,18.72,18240.0,0.0,996.15,,17.16,96036,1267969
19465,2021-07-31 18:13:22+00:00,,10.91,15.35,17.46,18240.0,0.0,996.13,,15.35,96036,1267969
19466,2021-07-31 18:15:22+00:00,,11.7,16.02,16.71,18240.0,0.0,996.1,,16.02,96036,1267969
19467,2021-07-31 18:17:22+00:00,,11.64,17.12,18.12,18240.0,0.0,996.1,,17.12,96036,1267969
19468,2021-07-31 18:19:22+00:00,,10.86,15.17,16.05,18240.0,0.0,996.16,,15.17,96036,1267969
19469,2021-07-31 18:21:22+00:00,,11.61,16.88,17.88,18240.0,0.0,996.08,,16.88,96036,1267969
19470,2021-07-31 18:23:23+00:00,,12.16,17.85,18.71,18072.0,0.0,996.02,,17.85,96036,1267969
19471,2021-07-31 18:25:23+00:00,,11.42,17.02,18.86,18072.0,0.0,996.05,,17.02,96036,1267969
19472,2021-07-31 18:27:23+00:00,,11.7,16.96,18.11,18240.0,0.0,996.0,,16.96,96036,1267969
19473,2021-07-31 18:29:23+00:00,,12.64,18.79,20.45,18240.0,0.0,995.89,,18.79,96036,1267969
19474,2021-07-31 18:31:23+00:00,,13.12,19.17,20.36,18240.0,0.0,995.91,,19.17,96036,1267969
19475,2021-07-31 18:33:23+00:00,,12.5,18.02,19.28,18240.0,0.0,995.85,,18.02,96036,1267969
19476,2021-07-31 18:35:23+00:00,,12.35,18.87,21.19,18240.0,0.0,995.85,,18.87,96036,1267969
19477,2021-07-31 18:37:23+00:00,,12.7,19.59,20.38,18240.0,0.0,995.77,,19.59,96036,1267969
19478,2021-07-31 18:39:23+00:00,,12.05,18.36,19.48,18240.0,0.0,995.82,,18.36,96036,1267969
19479,2021-07-31 18:41:23+00:00,,13.49,20.44,20.68,18240.0,0.0,995.77,,20.44,96036,1267969
19480,2021-07-31 18:43:23+00:00,,14.02,21.96,24.2,18240.0,0.0,995.72,,21.96,96036,1267969
19481,2021-07-31 18:45:23+00:00,,14.86,22.3,23.48,18240.0,0.0,995.65,,22.3,96036,1267969
19482,2021-07-31 18:47:23+00:00,,13.9,20.97,21.76,18240.0,0.0,995.66,,20.97,96036,1267969
19483,2021-07-31 18:49:23+00:00,,14.66,22.9,23.66,18240.0,0.0,995.63,,22.9,96036,1267969
19484,2021-07-31 18:51:23+00:00,,14.46,21.4,22.4,18128.0,0.0,995.67,,21.4,96036,1267969
19485,2021-07-31 18:53:23+00:00,,14.89,22.45,23.8,18240.0,0.0,995.59,,22.45,96036,1267969
19486,2021-07-31 18:55:23+00:00,,14.89,22.88,24.79,18240.0,0.0,995.54,,22.88,96036,1267969
19487,2021-07-31 18:57:23+00:00,,15.57,23.87,24.6,18240.0,0.0,995.56,,23.87,96036,1267969
19488,2021-07-31 18:59:23+00:00,,15.5,25.57,26.67,18240.0,0.0,995.54,,25.47,96036,1267969
19489,2021-07-31 19:01:23+00:00,,16.59,27.07,28.69,18240.0,0.0,995.58,,27.04,96036,1267969
19490,2021-07-31 19:03:23+00:00,,17.52,28.23,30.27,18240.0,0.0,995.53,,28.09,96036,1267969
19491,2021-07-31 19:05:23+00:00,,16.61,27.34,29.34,18240.0,0.0,995.48,,27.31,96036,1267969
19492,2021-07-31 19:07:23+00:00,,17.02,27.05,28.09,18408.0,0.0,995.5,,27.04,96036,1267969
19493,2021-07-31 19:09:23+00:00,,17.11,27.2,28.84,18240.0,0.0,995.45,,27.2,96036,1267969
19494,2021-07-31 19:11:23+00:00,,17.3,27.93,30.91,18240.0,0.0,995.44,,27.77,96036,1267969
19495,2021-07-31 19:13:23+00:00,,17.34,27.45,29.29,18240.0,0.0,995.45,,27.45,96036,1267969
19496,2021-07-31 19:15:23+00:00,,17.07,27.31,29.17,18240.0,0.0,995.39,,27.31,96036,1267969
19497,2021-07-31 19:17:23+00:00,,16.05,25.04,26.75,18240.0,0.0,995.49,,25.04,96036,1267969
19498,2021-07-31 19:19:23+00:00,,16.45,25.96,26.75,18240.0,0.0,995.4,,25.96,96036,1267969
19499,2021-07-31 19:21:23+00:00,,16.95,26.95,29.19,18240.0,0.0,995.32,,26.95,96036,1267969
19500,2021-07-31 19:23:23+00:00,,17.46,27.1,28.36,18072.0,0.0,995.32,,27.1,96036,1267969
19501,2021-07-31 19:25:24+00:00,,17.7,28.16,30.54,18072.0,0.0,995.37,,28.07,96036,1267969
19502,2021-07-31 19:27:24+00:00,,17.39,25.86,27.34,18240.0,0.0,995.26,,25.86,96036,1267969
19503,2021-07-31 19:29:24+00:00,,16.26,25.7,27.93,18240.0,0.0,995.21,,25.7,96036,1267969
19504,2021-07-31 19:31:24+00:00,,17.32,27.45,28.14,18240.0,0.0,995.13,,27.45,96036,1267969
19505,2021-07-31 19:33:24+00:00,,16.97,26.26,27.55,18240.0,0.0,995.13,,26.26,96036,1267969
19506,2021-07-31 19:35:24+00:00,,16.56,25.37,26.83,18240.0,0.0,995.2,,25.37,96036,1267969
19507,2021-07-31 19:37:24+00:00,,16.91,26.62,28.39,18240.0,0.0,995.17,,26.57,96036,1267969
19508,2021-07-31 19:39:30+00:00,,17.11,27.11,28.55,18744.0,0.0,995.14,,26.96,96036,1267969
19509,2021-07-31 19:41:28+00:00,,17.22,27.36,28.47,18240.0,0.0,995.17,,27.27,96036,1267969
19510,2021-07-31 19:43:25+00:00,,17.22,27.69,30.0,18240.0,0.0,995.17,,27.69,96036,1267969
19511,2021-07-31 19:45:25+00:00,,17.91,26.59,28.41,18240.0,0.0,995.13,,26.59,96036,1267969
19512,2021-07-31 19:47:24+00:00,,17.2,27.17,28.26,18240.0,0.0,995.15,,27.15,96036,1267969
19513,2021-07-31 19:49:24+00:00,,17.94,29.7,31.61,18240.0,0.0,995.15,,29.24,96036,1267969
19514,2021-07-31 19:51:24+00:00,,17.73,29.04,31.46,18240.0,0.0,995.1,,28.89,96036,1267969
19515,2021-07-31 19:53:24+00:00,,17.88,29.42,31.04,18240.0,0.0,995.11,,29.16,96036,1267969
19516,2021-07-31 19:55:24+00:00,,17.61,27.41,29.21,18240.0,0.0,995.07,,27.14,96036,1267969
19517,2021-07-31 19:57:24+00:00,,18.12,28.95,30.0,18240.0,0.0,995.02,,28.67,96036,1267969
19518,2021-07-31 19:59:24+00:00,,17.93,28.21,29.93,18240.0,0.0,995.02,,28.17,96036,1267969
19519,2021-07-31 20:01:24+00:00,,17.91,29.09,30.84,18240.0,0.0,994.96,,28.91,96036,1267969
19520,2021-07-31 20:03:24+00:00,,19.68,30.18,32.16,18240.0,0.0,994.92,,29.64,96036,1267969
19521,2021-07-31 20:05:24+00:00,,17.82,29.02,30.8,18240.0,0.0,994.82,,28.84,96036,1267969
19522,2021-07-31 20:07:24+00:00,,17.29,29.04,30.96,18240.0,0.0,994.9,,28.71,96036,1267969
19523,2021-07-31 20:09:24+00:00,,17.83,29.26,31.0,18240.0,0.0,994.86,,28.76,96036,1267969
19524,2021-07-31 20:11:24+00:00,,17.45,28.8,30.3,18240.0,0.0,994.85,,28.67,96036,1267969
19525,2021-07-31 20:13:24+00:00,,17.28,27.76,29.24,18240.0,0.0,994.84,,27.76,96036,1267969
19526,2021-07-31 20:15:24+00:00,,17.33,28.6,30.58,18240.0,0.0,994.77,,28.49,96036,1267969
19527,2021-07-31 20:17:24+00:00,,18.48,30.64,31.9,18240.0,0.0,994.69,,29.95,96036,1267969
19528,2021-07-31 20:19:24+00:00,,19.14,31.65,33.67,18240.0,0.0,994.66,,30.49,96036,1267969
19529,2021-07-31 20:21:24+00:00,,16.93,27.33,29.22,18240.0,0.0,994.69,,27.31,96036,1267969
19530,2021-07-31 20:23:24+00:00,,16.77,26.82,28.21,18072.0,0.0,994.62,,26.81,96036,1267969
19531,2021-07-31 20:25:24+00:00,,15.27,24.03,25.25,18072.0,0.0,994.64,,24.03,96036,1267969
19532,2021-07-31 20:27:24+00:00,,16.37,25.65,28.24,18240.0,0.0,994.61,,25.65,96036,1267969
19533,2021-07-31 20:29:24+00:00,,18.36,28.3,29.3,18240.0,0.0,994.59,,28.25,96036,1267969
19534,2021-07-31 20:31:24+00:00,,18.02,29.83,32.02,18240.0,0.0,994.51,,29.43,96036,1267969
19535,2021-07-31 20:33:24+00:00,,18.86,31.12,32.34,18240.0,0.0,994.51,,30.26,96036,1267969
19536,2021-07-31 20:35:24+00:00,,18.61,30.06,31.74,18240.0,0.0,994.52,,29.43,96036,1267969
19537,2021-07-31 20:37:24+00:00,,17.72,29.28,31.47,18240.0,0.0,994.5,,28.86,96036,1267969
19538,2021-07-31 20:39:24+00:00,,18.23,29.04,30.82,18240.0,0.0,994.52,,28.77,96036,1267969
19539,2021-07-31 20:41:24+00:00,,17.49,28.63,30.67,18240.0,0.0,994.44,,28.32,96036,1267969
19540,2021-07-31 20:43:24+00:00,,18.25,27.35,28.19,18240.0,0.0,994.38,,27.32,96036,1267969
19541,2021-07-31 20:45:24+00:00,,17.85,27.51,28.55,18240.0,0.0,994.41,,27.4,96036,1267969
19542,2021-07-31 20:47:25+00:00,,18.66,29.59,31.63,18240.0,0.0,994.44,,29.19,96036,1267969
19543,2021-07-31 20:49:24+00:00,,18.67,29.67,31.25,18240.0,0.0,994.43,,29.33,96036,1267969
19544,2021-07-31 20:51:24+00:00,,18.8,29.8,31.51,18240.0,0.0,994.39,,29.49,96036,1267969
19545,2021-07-31 20:53:24+00:00,,19.04,29.75,31.35,18240.0,0.0,994.39,,29.2,96036,1267969
19546,2021-07-31 20:55:24+00:00,,18.53,30.28,31.12,18240.0,0.0,994.37,,29.71,96036,1267969
19547,2021-07-31 20:57:24+00:00,,19.02,29.16,31.23,18240.0,0.0,994.38,,28.82,96036,1267969
19548,2021-07-31 20:59:24+00:00,,17.88,29.81,30.93,18240.0,0.0,994.41,,29.4,96036,1267969
19549,2021-07-31 21:01:27+00:00,,19.44,29.55,32.78,18576.0,0.0,994.32,,29.11,96036,1267969
19550,2021-07-31 21:03:24+00:00,,18.91,29.45,31.53,18240.0,0.0,994.33,,29.33,96036,1267969
19551,2021-07-31 21:05:24+00:00,,19.83,31.24,33.31,18240.0,0.0,994.32,,30.44,96036,1267969
19552,2021-07-31 21:07:24+00:00,,19.59,30.1,31.51,18240.0,0.0,994.33,,29.46,96036,1267969
19553,2021-07-31 21:09:24+00:00,,20.23,32.0,33.84,18240.0,0.0,994.38,,30.93,96036,1267969
19554,2021-07-31 21:11:24+00:00,,20.04,31.28,33.82,18240.0,0.0,994.3,,30.4,96036,1267969
19555,2021-07-31 21:13:24+00:00,,19.97,30.88,33.38,18240.0,0.0,994.29,,30.16,96036,1267969
19556,2021-07-31 21:15:24+00:00,,19.74,32.75,34.46,18240.0,0.0,994.24,,31.37,96036,1267969
19557,2021-07-31 21:17:24+00:00,,19.02,30.23,31.5,18240.0,0.0,994.29,,29.82,96036,1267969
19558,2021-07-31 21:19:24+00:00,,20.02,32.55,34.43,18240.0,0.0,994.28,,31.25,96036,1267969
19559,2021-07-31 21:21:24+00:00,,19.95,32.75,34.03,18240.0,0.0,994.35,,31.39,96036,1267969
19560,2021-07-31 21:23:25+00:00,,19.81,33.3,34.75,18072.0,0.0,994.29,,31.82,96036,1267969
19561,2021-07-31 21:25:25+00:00,,20.17,30.47,31.66,18240.0,0.0,994.23,,29.69,96036,1267969
19562,2021-07-31 21:27:25+00:00,,20.14,31.62,32.86,18240.0,0.0,994.28,,30.64,96036,1267969
19563,2021-07-31 21:29:25+00:00,,19.74,32.97,34.57,18240.0,0.0,994.28,,31.38,96036,1267969
19564,2021-07-31 21:31:25+00:00,,21.23,33.21,34.12,18240.0,0.0,994.16,,31.75,96036,1267969
19565,2021-07-31 21:33:25+00:00,,20.78,32.87,34.71,18240.0,0.0,994.19,,31.38,96036,1267969
19566,2021-07-31 21:35:25+00:00,,21.61,34.14,35.0,18240.0,0.0,994.16,,32.37,96036,1267969
19567,2021-07-31 21:37:25+00:00,,21.79,35.35,37.11,18240.0,0.0,994.21,,32.81,96036,1267969
19568,2021-07-31 21:39:25+00:00,,22.19,34.77,36.58,18104.0,0.0,994.26,,32.64,96036,1267969
19569,2021-07-31 21:41:25+00:00,,22.33,35.07,37.43,18240.0,0.0,994.3,,32.69,96036,1267969
19570,2021-07-31 21:43:25+00:00,,21.76,34.33,36.14,18240.0,0.0,994.23,,32.38,96036,1267969
19571,2021-07-31 21:45:25+00:00,,22.02,36.56,39.0,18408.0,0.0,994.18,,33.71,96036,1267969
19572,2021-07-31 21:47:25+00:00,,21.04,35.32,36.96,18240.0,0.0,994.13,,32.75,96036,1267969
19573,2021-07-31 21:49:25+00:00,,22.04,36.41,38.3,18240.0,0.0,994.16,,33.45,96036,1267969
19574,2021-07-31 21:51:25+00:00,,21.81,35.61,37.37,18240.0,0.0,994.12,,33.21,96036,1267969
19575,2021-07-31 21:53:25+00:00,,22.75,35.88,38.12,18240.0,0.0,994.15,,33.16,96036,1267969
19576,2021-07-31 21:55:25+00:00,,22.55,34.32,35.34,18240.0,0.0,994.09,,32.3,96036,1267969
19577,2021-07-31 21:57:25+00:00,,22.0,35.7,37.12,18240.0,0.0,994.05,,33.18,96036,1267969
19578,2021-07-31 21:59:25+00:00,,22.18,36.26,37.77,18240.0,0.0,993.99,,33.51,96036,1267969
19579,2021-07-31 22:01:25+00:00,,21.74,35.81,37.81,18240.0,0.0,994.05,,32.96,96036,1267969
19580,2021-07-31 22:03:25+00:00,,21.95,35.68,37.55,18240.0,0.0,994.05,,33.14,96036,1267969
19581,2021-07-31 22:05:25+00:00,,22.06,36.25,37.89,18240.0,0.0,994.06,,33.6,96036,1267969
19582,2021-07-31 22:07:25+00:00,,21.96,37.02,38.59,18240.0,0.0,994.08,,33.98,96036,1267969
19583,2021-07-31 22:09:25+00:00,,22.3,36.25,37.73,18240.0,0.0,994.12,,33.52,96036,1267969
19584,2021-07-31 22:11:25+00:00,,21.89,36.18,38.88,18240.0,0.0,994.13,,33.46,96036,1267969
19585,2021-07-31 22:13:25+00:00,,22.05,35.73,39.75,18240.0,0.0,994.18,,33.09,96036,1267969
19586,2021-07-31 22:15:25+00:00,,22.96,36.54,39.75,18240.0,0.0,994.19,,33.77,96036,1267969
19587,2021-07-31 22:17:25+00:00,,21.38,34.12,36.13,18240.0,0.0,994.21,,32.3,96036,1267969
19588,2021-07-31 22:19:25+00:00,,21.05,35.16,37.53,18240.0,0.0,994.18,,32.81,96036,1267969
19589,2021-07-31 22:21:25+00:00,,21.66,34.32,37.21,18240.0,0.0,994.13,,32.36,96036,1267969
19590,2021-07-31 22:23:25+00:00,,22.7,35.51,36.75,18072.0,0.0,994.07,,33.06,96036,1267969
19591,2021-07-31 22:25:25+00:00,,22.25,35.38,36.46,18240.0,0.0,994.11,,32.89,96036,1267969
19592,2021-07-31 22:27:25+00:00,,24.06,37.85,40.07,18240.0,0.0,994.07,,34.44,96036,1267969
19593,2021-07-31 22:29:25+00:00,,22.48,35.16,36.69,18240.0,0.0,994.0,,32.81,96036,1267969
19594,2021-07-31 22:31:25+00:00,,21.12,35.86,38.25,18240.0,0.0,994.0,,33.23,96036,1267969
19595,2021-07-31 22:33:25+00:00,,22.6,36.32,38.53,18240.0,0.0,994.01,,33.63,96036,1267969
19596,2021-07-31 22:35:25+00:00,,22.49,35.91,37.85,18240.0,0.0,994.01,,33.27,96036,1267969
19597,2021-07-31 22:37:25+00:00,,22.54,37.39,39.79,18240.0,0.0,994.09,,34.21,96036,1267969
19598,2021-07-31 22:39:25+00:00,,23.36,37.41,38.92,18240.0,0.0,994.05,,34.14,96036,1267969
19599,2021-07-31 22:41:25+00:00,,23.07,37.56,40.16,18240.0,0.0,994.01,,34.26,96036,1267969
19600,2021-07-31 22:43:25+00:00,,22.86,35.82,37.88,18240.0,0.0,994.02,,33.23,96036,1267969
19601,2021-07-31 22:45:25+00:00,,22.46,37.02,38.22,18240.0,0.0,993.99,,33.87,96036,1267969
19602,2021-07-31 22:47:25+00:00,,22.41,36.55,38.12,18240.0,0.0,993.97,,33.71,96036,1267969
19603,2021-07-31 22:49:25+00:00,,23.1,37.41,40.43,18240.0,0.0,993.92,,34.22,96036,1267969
19604,2021-07-31 22:51:25+00:00,,23.7,37.86,39.77,18240.0,0.0,993.87,,34.39,96036,1267969
19605,2021-07-31 22:53:25+00:00,,22.58,35.95,38.84,18240.0,0.0,993.85,,33.25,96036,1267969
19606,2021-07-31 22:55:25+00:00,,23.12,37.45,39.9,18240.0,0.0,993.85,,34.07,96036,1267969
19607,2021-07-31 22:57:25+00:00,,22.67,36.79,38.39,18240.0,0.0,993.81,,33.77,96036,1267969
19608,2021-07-31 22:59:25+00:00,,22.6,37.02,40.76,18240.0,0.0,993.81,,33.96,96036,1267969
19609,2021-07-31 23:01:25+00:00,,23.32,36.52,37.91,18240.0,0.0,993.87,,33.66,96036,1267969
19610,2021-07-31 23:03:25+00:00,,23.29,37.96,39.71,18240.0,0.0,993.9,,34.69,96036,1267969
19611,2021-07-31 23:05:25+00:00,,22.67,38.02,40.16,18240.0,0.0,993.85,,34.63,96036,1267969
19612,2021-07-31 23:07:25+00:00,,22.64,36.91,38.26,18240.0,0.0,993.84,,33.74,96036,1267969
19613,2021-07-31 23:09:25+00:00,,23.04,36.96,39.67,18240.0,0.0,993.87,,33.82,96036,1267969
