,created_at,entry_id,PM1.0 (CF=1) ug/m3,PM2.5 (CF=1) ug/m3,PM10.0 (CF=1) ug/m3,UptimeMinutes,ADC,Temperature_F,Humidity_%,PM2.5 (CF=ATM) ug/m3,sensor,channel
14601,2021-07-25 00:01:48+00:00,,8.61,14.74,14.81,496.0,-63.0,87.0,65.0,14.74,96035,1267967
14602,2021-07-25 00:03:48+00:00,,8.48,13.27,14.07,498.0,-64.0,87.0,66.0,13.27,96035,1267967
14603,2021-07-25 00:05:48+00:00,,7.77,13.74,14.98,500.0,-63.0,86.0,67.0,13.74,96035,1267967
14604,2021-07-25 00:07:48+00:00,,10.36,18.11,19.79,502.0,-62.0,87.0,67.0,18.11,96035,1267967
14605,2021-07-25 00:09:48+00:00,,10.26,18.68,19.58,504.0,-65.0,87.0,66.0,18.68,96035,1267967
14606,2021-07-25 00:11:48+00:00,,9.8,18.69,19.49,506.0,-66.0,87.0,66.0,18.69,96035,1267967
14607,2021-07-25 00:13:48+00:00,,8.85,16.02,16.9,508.0,-65.0,87.0,66.0,16.02,96035,1267967
14608,2021-07-25 00:15:48+00:00,,9.58,15.46,16.98,510.0,-67.0,87.0,67.0,15.46,96035,1267967
14609,2021-07-25 00:17:48+00:00,,8.49,14.53,15.78,512.0,-64.0,86.0,66.0,14.53,96035,1267967
14610,2021-07-25 00:19:48+00:00,,9.28,15.29,17.47,514.0,-66.0,86.0,67.0,15.29,96035,1267967
14611,2021-07-25 00:21:48+00:00,,9.59,15.66,16.86,516.0,-60.0,86.0,68.0,15.66,96035,1267967
14612,2021-07-25 00:23:48+00:00,,12.96,21.38,24.34,518.0,-65.0,87.0,69.0,21.38,96035,1267967
14613,2021-07-25 00:25:48+00:00,,14.15,23.31,26.33,520.0,-65.0,86.0,71.0,23.31,96035,1267967
14614,2021-07-25 00:27:48+00:00,,11.74,19.65,22.81,522.0,-64.0,86.0,71.0,19.65,96035,1267967
14615,2021-07-25 00:29:48+00:00,,10.82,18.42,20.45,524.0,-67.0,86.0,71.0,18.42,96035,1267967
14616,2021-07-25 00:31:48+00:00,,12.07,18.93,20.93,526.0,-64.0,86.0,72.0,18.93,96035,1267967
14617,2021-07-25 00:33:48+00:00,,14.15,23.31,24.02,528.0,-62.0,86.0,73.0,23.31,96035,1267967
14618,2021-07-25 00:35:48+00:00,,13.84,22.35,24.33,530.0,-61.0,86.0,72.0,22.35,96035,1267967
14619,2021-07-25 00:37:48+00:00,,14.1,21.74,23.66,532.0,-62.0,86.0,72.0,21.74,96035,1267967
14620,2021-07-25 00:39:48+00:00,,12.51,22.24,24.66,534.0,-64.0,86.0,71.0,22.24,96035,1267967
14621,2021-07-25 00:41:48+00:00,,12.66,21.3,23.43,536.0,-64.0,86.0,72.0,21.3,96035,1267967
14622,2021-07-25 00:43:48+00:00,,12.69,21.61,23.63,538.0,-62.0,86.0,72.0,21.61,96035,1267967
14623,2021-07-25 00:45:48+00:00,,13.0,21.43,23.57,540.0,-64.0,86.0,72.0,21.43,96035,1267967
14624,2021-07-25 00:47:48+00:00,,12.26,23.47,25.6,542.0,-64.0,86.0,71.0,23.47,96035,1267967
14625,2021-07-25 00:49:48+00:00,,12.6,20.12,22.46,544.0,-63.0,86.0,71.0,20.12,96035,1267967
14626,2021-07-25 00:51:48+00:00,,13.51,21.37,22.6,546.0,-62.0,86.0,72.0,21.37,96035,1267967
14627,2021-07-25 00:53:48+00:00,,13.32,20.68,21.67,548.0,-63.0,86.0,72.0,20.68,96035,1267967
14628,2021-07-25 00:55:48+00:00,,11.97,20.33,21.43,550.0,-63.0,86.0,71.0,20.33,96035,1267967
14629,2021-07-25 00:57:48+00:00,,11.98,21.61,23.59,552.0,-62.0,86.0,71.0,21.61,96035,1267967
14630,2021-07-25 00:59:48+00:00,,12.21,20.47,22.35,554.0,-63.0,86.0,71.0,20.47,96035,1267967
14631,2021-07-25 01:01:48+00:00,,14.46,22.18,25.37,556.0,-62.0,86.0,70.0,22.18,96035,1267967
14632,2021-07-25 01:03:48+00:00,,14.02,23.74,25.0,558.0,-63.0,86.0,71.0,23.74,96035,1267967
14633,2021-07-25 01:05:49+00:00,,14.19,23.63,25.98,560.0,-64.0,87.0,71.0,23.63,96035,1267967
14634,2021-07-25 01:07:49+00:00,,15.41,24.14,25.59,562.0,-63.0,87.0,71.0,24.14,96035,1267967
14635,2021-07-25 01:09:49+00:00,,14.54,23.31,25.54,564.0,-63.0,87.0,71.0,23.31,96035,1267967
14636,2021-07-25 01:11:49+00:00,,14.61,24.37,26.15,566.0,-63.0,87.0,71.0,24.37,96035,1267967
14637,2021-07-25 01:13:51+00:00,,14.41,23.27,25.32,568.0,-62.0,87.0,71.0,23.27,96035,1267967
14638,2021-07-25 01:15:49+00:00,,14.04,24.35,25.89,570.0,-62.0,87.0,71.0,24.35,96035,1267967
14639,2021-07-25 01:17:52+00:00,,14.82,24.56,25.35,572.0,-63.0,87.0,70.0,24.56,96035,1267967
14640,2021-07-25 01:19:49+00:00,,14.04,22.95,24.25,574.0,-61.0,87.0,70.0,22.95,96035,1267967
14641,2021-07-25 01:21:49+00:00,,15.09,22.87,23.58,576.0,-60.0,87.0,70.0,22.87,96035,1267967
14642,2021-07-25 01:23:49+00:00,,14.5,24.67,27.16,578.0,-65.0,87.0,70.0,24.67,96035,1267967
14643,2021-07-25 01:25:49+00:00,,14.4,22.41,24.86,580.0,-65.0,87.0,70.0,22.41,96035,1267967
14644,2021-07-25 01:27:49+00:00,,15.14,23.42,24.11,582.0,-65.0,87.0,70.0,23.42,96035,1267967
14645,2021-07-25 01:29:49+00:00,,15.7,26.09,26.7,584.0,-63.0,87.0,70.0,26.09,96035,1267967
14646,2021-07-25 01:31:49+00:00,,15.11,24.8,25.45,586.0,-60.0,87.0,70.0,24.8,96035,1267967
14647,2021-07-25 01:33:49+00:00,,15.16,24.91,27.0,588.0,-63.0,87.0,70.0,24.88,96035,1267967
14648,2021-07-25 01:35:49+00:00,,15.22,24.4,26.38,590.0,-63.0,87.0,70.0,24.4,96035,1267967
14649,2021-07-25 01:37:49+00:00,,15.87,25.26,26.56,592.0,-63.0,87.0,70.0,25.26,96035,1267967
14650,2021-07-25 01:39:49+00:00,,16.14,26.21,27.65,594.0,-61.0,87.0,70.0,26.11,96035,1267967
14651,2021-07-25 01:41:49+00:00,,17.15,27.31,30.0,596.0,-61.0,87.0,70.0,27.24,96035,1267967
14652,2021-07-25 01:43:49+00:00,,15.86,26.23,27.05,598.0,-63.0,87.0,70.0,26.23,96035,1267967
14653,2021-07-25 01:45:49+00:00,,17.51,28.24,30.6,600.0,-64.0,87.0,70.0,28.0,96035,1267967
14654,2021-07-25 01:47:49+00:00,,18.51,28.81,29.98,602.0,-63.0,87.0,70.0,28.63,96035,1267967
14655,2021-07-25 01:49:49+00:00,,18.46,28.95,30.88,604.0,-65.0,87.0,70.0,28.51,96035,1267967
14656,2021-07-25 01:51:49+00:00,,18.12,28.18,29.57,606.0,-65.0,87.0,69.0,28.02,96035,1267967
14657,2021-07-25 01:53:49+00:00,,16.72,28.61,30.43,608.0,-65.0,87.0,69.0,28.3,96035,1267967
14658,2021-07-25 01:55:49+00:00,,16.52,26.52,27.78,610.0,-64.0,87.0,69.0,26.48,96035,1267967
14659,2021-07-25 01:57:49+00:00,,16.62,26.86,28.26,612.0,-64.0,87.0,70.0,26.81,96035,1267967
14660,2021-07-25 01:59:49+00:00,,17.8,27.97,28.93,614.0,-63.0,87.0,70.0,27.77,96035,1267967
14661,2021-07-25 02:01:49+00:00,,21.42,33.63,34.96,616.0,-62.0,87.0,69.0,31.91,96035,1267967
14662,2021-07-25 02:03:49+00:00,,21.29,33.04,34.58,618.0,-62.0,87.0,69.0,31.65,96035,1267967
14663,2021-07-25 02:05:49+00:00,,24.04,33.67,35.88,620.0,-62.0,87.0,69.0,32.0,96035,1267967
14664,2021-07-25 02:07:49+00:00,,23.64,36.0,38.51,622.0,-63.0,87.0,69.0,33.35,96035,1267967
14665,2021-07-25 02:09:50+00:00,,22.8,35.69,38.51,624.0,-64.0,87.0,69.0,33.25,96035,1267967
14666,2021-07-25 02:11:49+00:00,,21.33,33.88,35.26,626.0,-61.0,87.0,69.0,32.03,96035,1267967
14667,2021-07-25 02:13:49+00:00,,18.91,30.86,32.91,628.0,-65.0,87.0,69.0,29.97,96035,1267967
14668,2021-07-25 02:15:49+00:00,,18.31,29.95,32.25,630.0,-62.0,87.0,69.0,29.53,96035,1267967
14669,2021-07-25 02:17:49+00:00,,18.47,30.85,32.69,632.0,-64.0,87.0,69.0,30.04,96035,1267967
14670,2021-07-25 02:19:49+00:00,,19.47,30.02,31.88,634.0,-62.0,87.0,69.0,29.66,96035,1267967
14671,2021-07-25 02:21:49+00:00,,19.32,29.88,31.54,636.0,-62.0,87.0,69.0,29.44,96035,1267967
14672,2021-07-25 02:23:49+00:00,,20.41,32.43,34.98,638.0,-63.0,87.0,69.0,31.02,96035,1267967
14673,2021-07-25 02:25:49+00:00,,19.95,32.51,35.22,640.0,-63.0,87.0,69.0,31.18,96035,1267967
14674,2021-07-25 02:27:49+00:00,,19.79,31.95,33.29,642.0,-61.0,87.0,70.0,30.8,96035,1267967
14675,2021-07-25 02:29:49+00:00,,21.0,32.44,35.67,644.0,-62.0,87.0,69.0,31.04,96035,1267967
14676,2021-07-25 02:31:50+00:00,,21.05,34.55,37.2,646.0,-62.0,87.0,69.0,32.46,96035,1267967
14677,2021-07-25 02:33:49+00:00,,21.13,32.43,34.17,648.0,-63.0,87.0,69.0,31.2,96035,1267967
14678,2021-07-25 02:35:49+00:00,,21.63,33.25,35.05,650.0,-61.0,87.0,69.0,31.71,96035,1267967
14679,2021-07-25 02:37:49+00:00,,21.64,34.32,36.59,652.0,-61.0,87.0,69.0,32.36,96035,1267967
14680,2021-07-25 02:39:49+00:00,,20.9,33.17,34.86,654.0,-62.0,87.0,69.0,31.51,96035,1267967
14681,2021-07-25 02:41:49+00:00,,20.91,33.35,36.06,656.0,-62.0,86.0,69.0,31.65,96035,1267967
14682,2021-07-25 02:43:49+00:00,,22.31,35.25,37.89,658.0,-62.0,86.0,69.0,32.73,96035,1267967
14683,2021-07-25 02:45:49+00:00,,22.12,35.66,37.59,660.0,-65.0,86.0,69.0,33.0,96035,1267967
14684,2021-07-25 02:47:49+00:00,,21.88,36.69,39.64,662.0,-65.0,87.0,69.0,33.69,96035,1267967
14685,2021-07-25 02:49:49+00:00,,22.25,34.81,36.51,664.0,-65.0,87.0,68.0,32.61,96035,1267967
14686,2021-07-25 02:51:49+00:00,,24.22,38.26,41.43,666.0,-65.0,87.0,68.0,34.74,96035,1267967
14687,2021-07-25 02:53:49+00:00,,24.69,38.97,40.68,668.0,-65.0,87.0,68.0,34.92,96035,1267967
14688,2021-07-25 02:55:49+00:00,,24.67,38.83,41.6,670.0,-65.0,87.0,68.0,35.02,96035,1267967
14689,2021-07-25 02:57:49+00:00,,23.39,36.34,38.32,672.0,-62.0,86.0,69.0,33.54,96035,1267967
14690,2021-07-25 02:59:49+00:00,,23.51,37.11,39.89,674.0,-59.0,86.0,69.0,34.02,96035,1267967
14691,2021-07-25 03:01:49+00:00,,23.43,36.6,41.0,676.0,-59.0,86.0,70.0,33.69,96035,1267967
14692,2021-07-25 03:03:49+00:00,,23.8,39.11,42.88,678.0,-63.0,86.0,69.0,35.21,96035,1267967
14693,2021-07-25 03:05:50+00:00,,22.78,36.29,38.24,680.0,-63.0,87.0,68.0,33.38,96035,1267967
14694,2021-07-25 03:07:50+00:00,,24.37,37.57,39.92,682.0,-65.0,86.0,68.0,34.33,96035,1267967
14695,2021-07-25 03:09:50+00:00,,22.75,36.65,39.28,684.0,-62.0,86.0,68.0,33.72,96035,1267967
14696,2021-07-25 03:11:50+00:00,,23.02,37.31,40.55,686.0,-62.0,86.0,68.0,33.93,96035,1267967
14697,2021-07-25 03:13:50+00:00,,18.28,29.98,31.11,688.0,-65.0,86.0,65.0,29.39,96035,1267967
14698,2021-07-25 03:15:50+00:00,,16.77,27.47,28.07,690.0,-65.0,86.0,64.0,27.47,96035,1267967
14699,2021-07-25 03:17:50+00:00,,16.27,26.49,28.53,692.0,-65.0,86.0,64.0,26.49,96035,1267967
14700,2021-07-25 03:19:50+00:00,,15.81,26.28,28.58,694.0,-62.0,86.0,63.0,26.19,96035,1267967
14701,2021-07-25 03:21:50+00:00,,15.28,24.83,26.81,696.0,-61.0,86.0,63.0,24.83,96035,1267967
14702,2021-07-25 03:23:50+00:00,,14.73,23.97,26.14,698.0,-61.0,86.0,62.0,23.97,96035,1267967
14703,2021-07-25 03:25:50+00:00,,14.79,23.86,24.91,700.0,-65.0,86.0,62.0,23.86,96035,1267967
14704,2021-07-25 03:27:50+00:00,,13.3,23.62,25.14,702.0,-66.0,86.0,62.0,23.62,96035,1267967
14705,2021-07-25 03:29:50+00:00,,14.07,24.44,25.98,704.0,-63.0,86.0,62.0,24.44,96035,1267967
14706,2021-07-25 03:31:50+00:00,,13.25,21.51,23.35,706.0,-61.0,86.0,62.0,21.51,96035,1267967
14707,2021-07-25 03:33:50+00:00,,13.69,22.9,24.19,708.0,-60.0,86.0,62.0,22.9,96035,1267967
14708,2021-07-25 03:35:50+00:00,,13.6,21.9,22.12,710.0,-62.0,85.0,62.0,21.9,96035,1267967
14709,2021-07-25 03:37:50+00:00,,12.62,21.75,23.2,712.0,-59.0,85.0,62.0,21.75,96035,1267967
14710,2021-07-25 03:39:50+00:00,,12.95,22.67,23.98,714.0,-59.0,85.0,62.0,22.67,96035,1267967
14711,2021-07-25 03:41:50+00:00,,12.34,20.47,21.22,716.0,-64.0,85.0,62.0,20.47,96035,1267967
14712,2021-07-25 03:43:50+00:00,,13.31,22.66,24.34,718.0,-64.0,86.0,61.0,22.66,96035,1267967
14713,2021-07-25 03:45:50+00:00,,14.13,23.09,25.71,720.0,-62.0,86.0,61.0,23.09,96035,1267967
14714,2021-07-25 03:47:50+00:00,,19.42,32.67,34.98,722.0,-63.0,85.0,61.0,31.22,96035,1267967
14715,2021-07-25 03:49:50+00:00,,28.36,45.27,48.3,724.0,-60.0,86.0,61.0,38.46,96035,1267967
14716,2021-07-25 03:51:50+00:00,,36.72,59.7,63.85,726.0,-61.0,86.0,60.0,45.48,96035,1267967
14717,2021-07-25 03:53:50+00:00,,38.11,63.04,66.68,728.0,-64.0,86.0,60.0,46.62,96035,1267967
14718,2021-07-25 03:55:50+00:00,,40.13,63.52,67.75,730.0,-65.0,86.0,60.0,46.96,96035,1267967
14719,2021-07-25 03:57:50+00:00,,41.54,67.56,72.84,732.0,-60.0,86.0,60.0,48.6,96035,1267967
14720,2021-07-25 03:59:50+00:00,,42.91,68.0,74.4,734.0,-61.0,86.0,60.0,48.71,96035,1267967
14721,2021-07-25 04:01:50+00:00,,44.2,71.61,76.41,736.0,-60.0,86.0,60.0,50.14,96035,1267967
14722,2021-07-25 04:03:50+00:00,,42.04,67.54,72.57,738.0,-60.0,86.0,60.0,48.52,96035,1267967
14723,2021-07-25 04:05:50+00:00,,40.3,65.68,69.3,740.0,-66.0,86.0,59.0,47.66,96035,1267967
14724,2021-07-25 04:07:51+00:00,,40.77,64.51,67.74,742.0,-64.0,86.0,59.0,47.28,96035,1267967
14725,2021-07-25 04:09:50+00:00,,37.54,60.54,66.96,744.0,-65.0,86.0,59.0,45.71,96035,1267967
14726,2021-07-25 04:11:50+00:00,,27.69,45.17,48.22,746.0,-58.0,86.0,59.0,38.5,96035,1267967
14727,2021-07-25 04:13:51+00:00,,22.76,36.02,38.52,748.0,-59.0,86.0,59.0,33.47,96035,1267967
14728,2021-07-25 04:15:50+00:00,,20.04,32.72,34.37,750.0,-65.0,86.0,59.0,31.43,96035,1267967
14729,2021-07-25 04:17:50+00:00,,16.57,28.61,30.0,752.0,-66.0,86.0,59.0,28.43,96035,1267967
14730,2021-07-25 04:19:50+00:00,,15.96,26.0,26.51,754.0,-63.0,86.0,59.0,25.96,96035,1267967
14731,2021-07-25 04:21:50+00:00,,14.09,23.67,25.42,756.0,-63.0,86.0,59.0,23.67,96035,1267967
14732,2021-07-25 04:23:50+00:00,,14.65,24.68,26.49,758.0,-63.0,86.0,59.0,24.68,96035,1267967
14733,2021-07-25 04:25:51+00:00,,13.27,21.56,23.44,760.0,-65.0,86.0,60.0,21.56,96035,1267967
14734,2021-07-25 04:27:51+00:00,,13.88,23.47,25.64,762.0,-61.0,86.0,60.0,23.47,96035,1267967
14735,2021-07-25 04:29:51+00:00,,12.97,21.72,24.33,764.0,-61.0,86.0,60.0,21.72,96035,1267967
14736,2021-07-25 04:31:51+00:00,,13.21,23.39,23.93,766.0,-63.0,86.0,60.0,23.39,96035,1267967
14737,2021-07-25 04:33:51+00:00,,13.61,22.48,24.09,768.0,-63.0,86.0,60.0,22.48,96035,1267967
14738,2021-07-25 04:35:51+00:00,,14.63,24.79,25.6,770.0,-62.0,86.0,60.0,24.79,96035,1267967
14739,2021-07-25 04:37:51+00:00,,14.02,23.51,24.93,772.0,-62.0,86.0,60.0,23.51,96035,1267967
14740,2021-07-25 04:39:51+00:00,,13.88,21.56,22.71,774.0,-62.0,86.0,60.0,21.56,96035,1267967
14741,2021-07-25 04:41:51+00:00,,12.69,20.02,21.15,776.0,-66.0,86.0,61.0,20.02,96035,1267967
14742,2021-07-25 04:43:51+00:00,,13.46,23.45,24.12,778.0,-60.0,86.0,60.0,23.45,96035,1267967
14743,2021-07-25 04:45:51+00:00,,14.12,23.39,23.9,780.0,-65.0,85.0,61.0,23.39,96035,1267967
14744,2021-07-25 04:47:50+00:00,,13.29,22.69,24.4,782.0,-63.0,85.0,61.0,22.69,96035,1267967
14745,2021-07-25 04:49:50+00:00,,13.16,21.63,23.25,784.0,-63.0,85.0,61.0,21.63,96035,1267967
14746,2021-07-25 04:51:51+00:00,,12.69,20.58,21.07,786.0,-63.0,85.0,61.0,20.58,96035,1267967
14747,2021-07-25 04:53:51+00:00,,13.31,20.67,21.31,788.0,-63.0,85.0,62.0,20.67,96035,1267967
14748,2021-07-25 04:55:51+00:00,,13.43,22.14,23.53,790.0,-64.0,85.0,61.0,22.14,96035,1267967
14749,2021-07-25 04:57:50+00:00,,12.53,22.42,24.2,792.0,-64.0,85.0,61.0,22.42,96035,1267967
14750,2021-07-25 04:59:51+00:00,,12.11,22.67,23.44,794.0,-64.0,85.0,61.0,22.67,96035,1267967
14751,2021-07-25 05:01:51+00:00,,12.93,20.72,21.07,796.0,-61.0,85.0,61.0,20.72,96035,1267967
14752,2021-07-25 05:03:51+00:00,,12.72,22.0,22.72,798.0,-62.0,85.0,61.0,22.0,96035,1267967
14753,2021-07-25 05:05:51+00:00,,12.82,21.3,22.26,800.0,-62.0,85.0,60.0,21.3,96035,1267967
14754,2021-07-25 05:07:51+00:00,,12.52,21.78,23.07,802.0,-65.0,85.0,60.0,21.78,96035,1267967
14755,2021-07-25 05:09:51+00:00,,11.92,19.75,21.39,804.0,-64.0,85.0,60.0,19.75,96035,1267967
14756,2021-07-25 05:11:51+00:00,,12.15,22.11,23.2,806.0,-63.0,85.0,61.0,22.11,96035,1267967
14757,2021-07-25 05:13:51+00:00,,12.46,21.42,22.77,808.0,-62.0,85.0,61.0,21.42,96035,1267967
14758,2021-07-25 05:15:51+00:00,,12.02,21.25,22.46,810.0,-65.0,85.0,61.0,21.25,96035,1267967
14759,2021-07-25 05:17:51+00:00,,12.33,21.11,21.23,812.0,-65.0,85.0,61.0,21.11,96035,1267967
14760,2021-07-25 05:19:51+00:00,,12.42,20.16,20.91,814.0,-62.0,85.0,61.0,20.16,96035,1267967
14761,2021-07-25 05:21:51+00:00,,12.88,20.21,21.66,816.0,-61.0,85.0,61.0,20.21,96035,1267967
14762,2021-07-25 05:23:51+00:00,,12.82,20.02,21.63,818.0,-61.0,85.0,61.0,20.02,96035,1267967
14763,2021-07-25 05:25:51+00:00,,12.38,20.55,21.33,820.0,-64.0,85.0,61.0,20.55,96035,1267967
14764,2021-07-25 05:27:51+00:00,,12.6,21.41,22.71,822.0,-61.0,85.0,61.0,21.41,96035,1267967
14765,2021-07-25 05:29:51+00:00,,13.57,20.7,22.09,824.0,-62.0,85.0,61.0,20.7,96035,1267967
14766,2021-07-25 05:31:51+00:00,,13.05,22.93,24.38,826.0,-63.0,85.0,61.0,22.93,96035,1267967
14767,2021-07-25 05:33:51+00:00,,12.65,22.62,23.55,828.0,-63.0,85.0,61.0,22.62,96035,1267967
14768,2021-07-25 05:35:51+00:00,,12.56,19.56,20.4,830.0,-63.0,85.0,61.0,19.56,96035,1267967
14769,2021-07-25 05:37:51+00:00,,12.41,20.55,21.71,832.0,-65.0,85.0,61.0,20.55,96035,1267967
14770,2021-07-25 05:39:51+00:00,,12.79,21.97,23.47,834.0,-64.0,85.0,61.0,21.97,96035,1267967
14771,2021-07-25 05:41:51+00:00,,12.81,22.33,23.83,836.0,-62.0,85.0,61.0,22.33,96035,1267967
14772,2021-07-25 05:43:51+00:00,,12.64,21.66,23.21,838.0,-62.0,85.0,60.0,21.66,96035,1267967
14773,2021-07-25 05:45:51+00:00,,12.79,21.11,22.14,840.0,-62.0,85.0,61.0,21.11,96035,1267967
14774,2021-07-25 05:47:51+00:00,,12.47,21.22,22.55,842.0,-65.0,85.0,60.0,21.22,96035,1267967
14775,2021-07-25 05:49:51+00:00,,12.16,20.74,22.25,844.0,-59.0,85.0,61.0,20.74,96035,1267967
14776,2021-07-25 05:51:51+00:00,,12.33,21.16,22.33,846.0,-59.0,85.0,61.0,21.16,96035,1267967
14777,2021-07-25 05:53:51+00:00,,12.75,19.91,20.27,848.0,-59.0,85.0,61.0,19.91,96035,1267967
14778,2021-07-25 05:55:51+00:00,,11.51,19.81,20.61,850.0,-64.0,85.0,62.0,19.81,96035,1267967
14779,2021-07-25 05:57:51+00:00,,12.25,20.51,21.35,852.0,-62.0,85.0,61.0,20.51,96035,1267967
14780,2021-07-25 05:59:51+00:00,,12.03,20.55,21.03,854.0,-62.0,85.0,60.0,20.55,96035,1267967
14781,2021-07-25 06:01:51+00:00,,11.32,20.33,20.81,856.0,-65.0,85.0,61.0,20.33,96035,1267967
14782,2021-07-25 06:03:51+00:00,,12.25,20.79,21.66,858.0,-65.0,85.0,60.0,20.79,96035,1267967
14783,2021-07-25 06:05:51+00:00,,12.75,19.54,20.24,860.0,-65.0,85.0,60.0,19.54,96035,1267967
14784,2021-07-25 06:07:52+00:00,,11.78,20.17,22.7,862.0,-65.0,85.0,60.0,20.17,96035,1267967
14785,2021-07-25 06:09:52+00:00,,11.09,19.86,20.3,864.0,-60.0,85.0,60.0,19.86,96035,1267967
14786,2021-07-25 06:11:52+00:00,,11.36,19.98,21.66,866.0,-60.0,85.0,60.0,19.98,96035,1267967
14787,2021-07-25 06:13:52+00:00,,11.09,19.05,19.83,868.0,-61.0,85.0,60.0,19.05,96035,1267967
14788,2021-07-25 06:15:52+00:00,,11.84,19.53,21.71,870.0,-61.0,85.0,60.0,19.53,96035,1267967
14789,2021-07-25 06:17:52+00:00,,12.33,19.93,21.49,872.0,-64.0,85.0,61.0,19.93,96035,1267967
14790,2021-07-25 06:19:52+00:00,,11.75,19.61,19.73,874.0,-64.0,85.0,61.0,19.61,96035,1267967
14791,2021-07-25 06:21:52+00:00,,12.9,21.98,23.97,876.0,-65.0,85.0,61.0,21.98,96035,1267967
14792,2021-07-25 06:23:52+00:00,,14.44,24.73,27.09,878.0,-65.0,85.0,61.0,24.65,96035,1267967
14793,2021-07-25 06:25:52+00:00,,13.33,25.42,27.63,880.0,-65.0,84.0,61.0,25.42,96035,1267967
14794,2021-07-25 06:27:52+00:00,,13.12,22.22,23.56,882.0,-62.0,85.0,61.0,22.22,96035,1267967
14795,2021-07-25 06:29:52+00:00,,12.14,21.76,23.58,884.0,-65.0,85.0,61.0,21.76,96035,1267967
14796,2021-07-25 06:31:52+00:00,,13.57,20.7,21.5,886.0,-65.0,85.0,61.0,20.7,96035,1267967
14797,2021-07-25 06:33:52+00:00,,12.14,21.12,22.7,888.0,-60.0,85.0,61.0,21.12,96035,1267967
14798,2021-07-25 06:35:52+00:00,,12.8,22.49,23.51,890.0,-66.0,85.0,61.0,22.49,96035,1267967
14799,2021-07-25 06:37:52+00:00,,14.21,24.17,26.16,892.0,-65.0,85.0,60.0,24.17,96035,1267967
14800,2021-07-25 06:39:52+00:00,,13.28,22.72,24.53,894.0,-65.0,84.0,61.0,22.72,96035,1267967
14801,2021-07-25 06:41:52+00:00,,12.44,22.64,23.51,896.0,-65.0,84.0,61.0,22.64,96035,1267967
14802,2021-07-25 06:43:56+00:00,,12.74,21.35,22.53,898.0,-64.0,84.0,61.0,21.35,96035,1267967
14803,2021-07-25 06:45:52+00:00,,13.05,23.19,25.05,900.0,-64.0,84.0,62.0,23.19,96035,1267967
14804,2021-07-25 06:47:52+00:00,,13.02,21.91,24.29,902.0,-65.0,84.0,61.0,21.91,96035,1267967
14805,2021-07-25 06:49:51+00:00,,12.82,21.5,23.41,904.0,-62.0,84.0,61.0,21.5,96035,1267967
14806,2021-07-25 06:51:52+00:00,,13.0,23.51,24.55,906.0,-64.0,84.0,61.0,23.51,96035,1267967
14807,2021-07-25 06:53:52+00:00,,12.42,23.58,25.45,908.0,-65.0,84.0,61.0,23.58,96035,1267967
14808,2021-07-25 06:55:52+00:00,,12.88,22.73,24.1,910.0,-66.0,84.0,62.0,22.73,96035,1267967
14809,2021-07-25 06:57:52+00:00,,13.14,21.34,23.09,912.0,-62.0,84.0,62.0,21.34,96035,1267967
14810,2021-07-25 06:59:52+00:00,,14.16,22.84,24.11,914.0,-62.0,84.0,62.0,22.84,96035,1267967
14811,2021-07-25 07:01:52+00:00,,13.69,23.54,25.17,916.0,-65.0,84.0,62.0,23.54,96035,1267967
14812,2021-07-25 07:03:52+00:00,,13.22,23.81,24.58,918.0,-62.0,84.0,63.0,23.81,96035,1267967
14813,2021-07-25 07:05:52+00:00,,13.59,23.64,25.14,920.0,-62.0,84.0,63.0,23.64,96035,1267967
14814,2021-07-25 07:07:52+00:00,,13.38,22.53,24.02,922.0,-62.0,84.0,63.0,22.53,96035,1267967
14815,2021-07-25 07:09:52+00:00,,14.14,22.51,23.88,924.0,-62.0,84.0,63.0,22.51,96035,1267967
14816,2021-07-25 07:11:52+00:00,,13.37,23.96,25.63,926.0,-62.0,84.0,63.0,23.96,96035,1267967
14817,2021-07-25 07:13:52+00:00,,13.85,24.91,28.6,928.0,-62.0,84.0,63.0,24.91,96035,1267967
14818,2021-07-25 07:15:52+00:00,,14.18,23.9,26.22,930.0,-62.0,84.0,63.0,23.9,96035,1267967
14819,2021-07-25 07:17:52+00:00,,13.67,24.88,26.6,932.0,-65.0,84.0,63.0,24.88,96035,1267967
14820,2021-07-25 07:19:52+00:00,,13.78,24.58,25.91,934.0,-65.0,84.0,63.0,24.58,96035,1267967
14821,2021-07-25 07:21:52+00:00,,14.14,23.27,24.62,936.0,-65.0,83.0,63.0,23.27,96035,1267967
14822,2021-07-25 07:23:52+00:00,,14.66,22.83,24.71,938.0,-66.0,83.0,63.0,22.83,96035,1267967
14823,2021-07-25 07:25:52+00:00,,14.95,25.02,26.64,940.0,-59.0,83.0,64.0,25.02,96035,1267967
14824,2021-07-25 07:27:52+00:00,,14.52,24.88,26.12,942.0,-61.0,83.0,64.0,24.88,96035,1267967
14825,2021-07-25 07:29:52+00:00,,14.26,24.78,26.31,944.0,-60.0,83.0,64.0,24.78,96035,1267967
14826,2021-07-25 07:31:52+00:00,,16.52,27.5,28.84,946.0,-63.0,83.0,64.0,27.36,96035,1267967
14827,2021-07-25 07:33:52+00:00,,15.62,25.29,27.34,948.0,-61.0,83.0,64.0,25.29,96035,1267967
