,Latitude,Longitude,DateTime,Parameter,Concentration,Unit,AQI,Category
1134,42.0603,-87.8631,2021-10-08T18:00,OZONE,28.0,PPB,26,1
1135,41.984402,-87.791901,2021-10-08T18:00,OZONE,27.0,PPB,25,1
1136,41.855301,-87.752502,2021-10-08T18:00,OZONE,38.0,PPB,35,1
1137,41.864329,-87.748826,2021-10-08T18:00,PM2.5,8.9,UG/M3,37,1
1138,41.6708,-87.7325,2021-10-08T18:00,PM2.5,9.0,UG/M3,38,1
1139,41.6708,-87.7325,2021-10-08T18:00,OZONE,35.0,PPB,32,1
1140,41.9136,-87.7239,2021-10-08T18:00,PM2.5,5.9,UG/M3,25,1
1141,41.7547,-87.7136,2021-10-08T18:00,OZONE,37.0,PPB,34,1
1142,41.7547,-87.7136,2021-10-08T18:00,PM2.5,7.4,UG/M3,31,1
1143,42.0622,-87.6736,2021-10-08T18:00,OZONE,20.0,PPB,19,1
1144,41.755798,-87.545303,2021-10-08T18:00,OZONE,37.0,PPB,34,1
1145,41.965,-87.8761,2021-10-08T19:00,OZONE,22.0,PPB,20,1
1146,42.0603,-87.8631,2021-10-08T19:00,OZONE,28.0,PPB,26,1
1147,42.0603,-87.8631,2021-10-08T19:00,PM2.5,6.3,UG/M3,26,1
1148,41.984402,-87.791901,2021-10-08T19:00,OZONE,26.0,PPB,24,1
1149,41.855301,-87.752502,2021-10-08T19:00,OZONE,37.0,PPB,34,1
1150,41.864329,-87.748826,2021-10-08T19:00,PM2.5,7.7,UG/M3,32,1
1151,41.6708,-87.7325,2021-10-08T19:00,PM2.5,8.6,UG/M3,36,1
1152,41.6708,-87.7325,2021-10-08T19:00,OZONE,36.0,PPB,33,1
1153,41.9136,-87.7239,2021-10-08T19:00,PM2.5,5.8,UG/M3,24,1
1154,41.7547,-87.7136,2021-10-08T19:00,OZONE,39.0,PPB,36,1
1155,41.7547,-87.7136,2021-10-08T19:00,PM2.5,6.5,UG/M3,27,1
1156,42.0622,-87.6736,2021-10-08T19:00,OZONE,17.0,PPB,16,1
1157,41.755798,-87.545303,2021-10-08T19:00,OZONE,43.0,PPB,40,1
1158,41.965,-87.8761,2021-10-08T20:00,OZONE,25.0,PPB,23,1
1159,42.0603,-87.8631,2021-10-08T20:00,OZONE,30.0,PPB,28,1
1160,42.0603,-87.8631,2021-10-08T20:00,PM2.5,6.0,UG/M3,25,1
1161,41.984402,-87.791901,2021-10-08T20:00,OZONE,26.0,PPB,24,1
1162,41.855301,-87.752502,2021-10-08T20:00,OZONE,40.0,PPB,37,1
1163,41.864329,-87.748826,2021-10-08T20:00,PM2.5,7.2,UG/M3,30,1
1164,41.6708,-87.7325,2021-10-08T20:00,OZONE,39.0,PPB,36,1
1165,41.6708,-87.7325,2021-10-08T20:00,PM2.5,8.1,UG/M3,34,1
1166,41.9136,-87.7239,2021-10-08T20:00,PM2.5,5.9,UG/M3,25,1
1167,41.7547,-87.7136,2021-10-08T20:00,OZONE,37.0,PPB,34,1
1168,41.7547,-87.7136,2021-10-08T20:00,PM2.5,5.7,UG/M3,24,1
1169,42.0622,-87.6736,2021-10-08T20:00,OZONE,18.0,PPB,17,1
1170,41.755798,-87.545303,2021-10-08T20:00,OZONE,39.0,PPB,36,1
1171,41.965,-87.8761,2021-10-08T21:00,OZONE,25.0,PPB,23,1
1172,42.0603,-87.8631,2021-10-08T21:00,OZONE,33.0,PPB,31,1
1173,42.0603,-87.8631,2021-10-08T21:00,PM2.5,5.0,UG/M3,21,1
1174,41.984402,-87.791901,2021-10-08T21:00,OZONE,33.0,PPB,31,1
1175,41.855301,-87.752502,2021-10-08T21:00,OZONE,32.0,PPB,30,1
1176,41.864329,-87.748826,2021-10-08T21:00,PM2.5,6.1,UG/M3,25,1
1177,41.6708,-87.7325,2021-10-08T21:00,PM2.5,9.4,UG/M3,39,1
1178,41.6708,-87.7325,2021-10-08T21:00,OZONE,41.0,PPB,38,1
1179,41.9136,-87.7239,2021-10-08T21:00,PM2.5,7.9,UG/M3,33,1
1180,41.7547,-87.7136,2021-10-08T21:00,OZONE,37.0,PPB,34,1
1181,41.7547,-87.7136,2021-10-08T21:00,PM2.5,5.7,UG/M3,24,1
1182,42.0622,-87.6736,2021-10-08T21:00,OZONE,22.0,PPB,20,1
1183,41.755798,-87.545303,2021-10-08T21:00,OZONE,36.0,PPB,33,1
1184,41.965,-87.8761,2021-10-08T22:00,OZONE,20.0,PPB,19,1
1185,42.0603,-87.8631,2021-10-08T22:00,OZONE,28.0,PPB,26,1
1186,42.0603,-87.8631,2021-10-08T22:00,PM2.5,5.2,UG/M3,22,1
1187,41.984402,-87.791901,2021-10-08T22:00,OZONE,28.0,PPB,26,1
1188,41.855301,-87.752502,2021-10-08T22:00,OZONE,21.0,PPB,19,1
1189,41.864329,-87.748826,2021-10-08T22:00,PM2.5,4.3,UG/M3,18,1
1190,41.6708,-87.7325,2021-10-08T22:00,PM2.5,9.5,UG/M3,40,1
1191,41.6708,-87.7325,2021-10-08T22:00,OZONE,33.0,PPB,31,1
1192,41.9136,-87.7239,2021-10-08T22:00,PM2.5,8.1,UG/M3,34,1
1193,41.7547,-87.7136,2021-10-08T22:00,OZONE,37.0,PPB,34,1
1194,41.7547,-87.7136,2021-10-08T22:00,PM2.5,5.6,UG/M3,23,1
1195,42.0622,-87.6736,2021-10-08T22:00,OZONE,31.0,PPB,29,1
1196,41.755798,-87.545303,2021-10-08T22:00,OZONE,36.0,PPB,33,1
1197,41.965,-87.8761,2021-10-08T23:00,OZONE,19.0,PPB,18,1
1198,42.0603,-87.8631,2021-10-08T23:00,PM2.5,5.9,UG/M3,25,1
1199,42.0603,-87.8631,2021-10-08T23:00,OZONE,26.0,PPB,24,1
1200,41.984402,-87.791901,2021-10-08T23:00,OZONE,22.0,PPB,20,1
1201,41.855301,-87.752502,2021-10-08T23:00,OZONE,12.0,PPB,11,1
1202,41.864329,-87.748826,2021-10-08T23:00,PM2.5,4.6,UG/M3,19,1
1203,41.6708,-87.7325,2021-10-08T23:00,PM2.5,9.9,UG/M3,41,1
1204,41.6708,-87.7325,2021-10-08T23:00,OZONE,27.0,PPB,25,1
1205,41.9136,-87.7239,2021-10-08T23:00,PM2.5,10.5,UG/M3,44,1
1206,41.7547,-87.7136,2021-10-08T23:00,PM2.5,7.5,UG/M3,31,1
1207,41.7547,-87.7136,2021-10-08T23:00,OZONE,31.0,PPB,29,1
1208,42.0622,-87.6736,2021-10-08T23:00,OZONE,31.0,PPB,29,1
1209,41.755798,-87.545303,2021-10-08T23:00,OZONE,32.0,PPB,30,1
1210,41.965,-87.8761,2021-10-09T00:00,OZONE,12.0,PPB,11,1
1211,42.0603,-87.8631,2021-10-09T00:00,PM2.5,7.8,UG/M3,33,1
1212,42.0603,-87.8631,2021-10-09T00:00,OZONE,20.0,PPB,19,1
1213,41.984402,-87.791901,2021-10-09T00:00,OZONE,17.0,PPB,16,1
1214,41.855301,-87.752502,2021-10-09T00:00,OZONE,11.0,PPB,10,1
1215,41.864329,-87.748826,2021-10-09T00:00,PM2.5,7.5,UG/M3,31,1
1216,41.6708,-87.7325,2021-10-09T00:00,PM2.5,9.3,UG/M3,39,1
1217,41.6708,-87.7325,2021-10-09T00:00,OZONE,25.0,PPB,23,1
1218,41.9136,-87.7239,2021-10-09T00:00,PM2.5,10.1,UG/M3,42,1
1219,41.7547,-87.7136,2021-10-09T00:00,PM2.5,8.0,UG/M3,33,1
1220,41.7547,-87.7136,2021-10-09T00:00,OZONE,26.0,PPB,24,1
1221,42.0622,-87.6736,2021-10-09T00:00,OZONE,23.0,PPB,21,1
1222,41.755798,-87.545303,2021-10-09T00:00,OZONE,23.0,PPB,21,1
1223,41.965,-87.8761,2021-10-09T01:00,OZONE,10.0,PPB,9,1
1224,42.0603,-87.8631,2021-10-09T01:00,PM2.5,9.8,UG/M3,41,1
1225,42.0603,-87.8631,2021-10-09T01:00,OZONE,15.0,PPB,14,1
1226,41.984402,-87.791901,2021-10-09T01:00,OZONE,12.0,PPB,11,1
1227,41.855301,-87.752502,2021-10-09T01:00,OZONE,13.0,PPB,12,1
1228,41.864329,-87.748826,2021-10-09T01:00,PM2.5,10.2,UG/M3,43,1
1229,41.6708,-87.7325,2021-10-09T01:00,PM2.5,9.8,UG/M3,41,1
1230,41.6708,-87.7325,2021-10-09T01:00,OZONE,18.0,PPB,17,1
1231,41.9136,-87.7239,2021-10-09T01:00,PM2.5,10.4,UG/M3,43,1
1232,41.7547,-87.7136,2021-10-09T01:00,PM2.5,14.3,UG/M3,56,2
1233,41.7547,-87.7136,2021-10-09T01:00,OZONE,24.0,PPB,22,1
1234,42.0622,-87.6736,2021-10-09T01:00,OZONE,19.0,PPB,18,1
1235,41.755798,-87.545303,2021-10-09T01:00,OZONE,16.0,PPB,15,1
1236,41.965,-87.8761,2021-10-09T02:00,OZONE,7.0,PPB,6,1
1237,42.0603,-87.8631,2021-10-09T02:00,PM2.5,10.2,UG/M3,43,1
1238,42.0603,-87.8631,2021-10-09T02:00,OZONE,10.0,PPB,9,1
1239,41.984402,-87.791901,2021-10-09T02:00,OZONE,8.0,PPB,7,1
1240,41.855301,-87.752502,2021-10-09T02:00,OZONE,13.0,PPB,12,1
1241,41.864329,-87.748826,2021-10-09T02:00,PM2.5,11.1,UG/M3,46,1
1242,41.6708,-87.7325,2021-10-09T02:00,PM2.5,14.0,UG/M3,55,2
1243,41.6708,-87.7325,2021-10-09T02:00,OZONE,12.0,PPB,11,1
1244,41.9136,-87.7239,2021-10-09T02:00,PM2.5,12.1,UG/M3,51,2
1245,41.7547,-87.7136,2021-10-09T02:00,PM2.5,14.0,UG/M3,55,2
1246,41.7547,-87.7136,2021-10-09T02:00,OZONE,15.0,PPB,14,1
1247,42.0622,-87.6736,2021-10-09T02:00,OZONE,12.0,PPB,11,1
1248,41.755798,-87.545303,2021-10-09T02:00,OZONE,14.0,PPB,13,1
1249,41.965,-87.8761,2021-10-09T03:00,OZONE,5.0,PPB,5,1
1250,42.0603,-87.8631,2021-10-09T03:00,PM2.5,10.1,UG/M3,42,1
1251,42.0603,-87.8631,2021-10-09T03:00,OZONE,6.0,PPB,6,1
1252,41.984402,-87.791901,2021-10-09T03:00,OZONE,4.0,PPB,4,1
1253,41.855301,-87.752502,2021-10-09T03:00,OZONE,13.0,PPB,12,1
1254,41.864329,-87.748826,2021-10-09T03:00,PM2.5,10.8,UG/M3,45,1
1255,41.6708,-87.7325,2021-10-09T03:00,PM2.5,16.3,UG/M3,60,2
1256,41.6708,-87.7325,2021-10-09T03:00,OZONE,10.0,PPB,9,1
1257,41.9136,-87.7239,2021-10-09T03:00,PM2.5,11.6,UG/M3,48,1
1258,41.7547,-87.7136,2021-10-09T03:00,PM2.5,15.8,UG/M3,59,2
1259,41.7547,-87.7136,2021-10-09T03:00,OZONE,10.0,PPB,9,1
1260,42.0622,-87.6736,2021-10-09T03:00,OZONE,8.0,PPB,7,1
1261,41.755798,-87.545303,2021-10-09T03:00,OZONE,6.0,PPB,6,1
1262,41.965,-87.8761,2021-10-09T04:00,OZONE,4.0,PPB,4,1
1263,42.0603,-87.8631,2021-10-09T04:00,PM2.5,10.7,UG/M3,45,1
1264,42.0603,-87.8631,2021-10-09T04:00,OZONE,2.0,PPB,2,1
1265,41.984402,-87.791901,2021-10-09T04:00,OZONE,3.0,PPB,3,1
1266,41.864329,-87.748826,2021-10-09T04:00,PM2.5,18.8,UG/M3,65,2
1267,41.6708,-87.7325,2021-10-09T04:00,PM2.5,16.5,UG/M3,60,2
1268,41.6708,-87.7325,2021-10-09T04:00,OZONE,8.0,PPB,7,1
1269,41.9136,-87.7239,2021-10-09T04:00,PM2.5,12.9,UG/M3,53,2
1270,41.7547,-87.7136,2021-10-09T04:00,PM2.5,15.4,UG/M3,58,2
1271,41.7547,-87.7136,2021-10-09T04:00,OZONE,7.0,PPB,6,1
1272,42.0622,-87.6736,2021-10-09T04:00,OZONE,4.0,PPB,4,1
1273,41.755798,-87.545303,2021-10-09T04:00,OZONE,4.0,PPB,4,1
1274,41.965,-87.8761,2021-10-09T05:00,OZONE,3.0,PPB,3,1
1275,42.0603,-87.8631,2021-10-09T05:00,PM2.5,11.0,UG/M3,46,1
1276,42.0603,-87.8631,2021-10-09T05:00,OZONE,1.0,PPB,1,1
1277,41.984402,-87.791901,2021-10-09T05:00,OZONE,1.0,PPB,1,1
1278,41.864329,-87.748826,2021-10-09T05:00,PM2.5,17.0,UG/M3,61,2
1279,41.6708,-87.7325,2021-10-09T05:00,PM2.5,15.6,UG/M3,58,2
1280,41.6708,-87.7325,2021-10-09T05:00,OZONE,10.0,PPB,9,1
1281,41.9136,-87.7239,2021-10-09T05:00,PM2.5,10.9,UG/M3,45,1
1282,41.7547,-87.7136,2021-10-09T05:00,PM2.5,15.5,UG/M3,58,2
1283,41.7547,-87.7136,2021-10-09T05:00,OZONE,10.0,PPB,9,1
1284,42.0622,-87.6736,2021-10-09T05:00,OZONE,2.0,PPB,2,1
1285,41.755798,-87.545303,2021-10-09T05:00,OZONE,5.0,PPB,5,1
1286,41.965,-87.8761,2021-10-09T06:00,OZONE,6.0,PPB,6,1
1287,42.0603,-87.8631,2021-10-09T06:00,PM2.5,11.3,UG/M3,47,1
1288,42.0603,-87.8631,2021-10-09T06:00,OZONE,2.0,PPB,2,1
1289,41.984402,-87.791901,2021-10-09T06:00,OZONE,2.0,PPB,2,1
1290,41.864329,-87.748826,2021-10-09T06:00,PM2.5,14.6,UG/M3,56,2
1291,41.6708,-87.7325,2021-10-09T06:00,PM2.5,12.9,UG/M3,53,2
1292,41.6708,-87.7325,2021-10-09T06:00,OZONE,13.0,PPB,12,1
1293,41.9136,-87.7239,2021-10-09T06:00,PM2.5,10.7,UG/M3,45,1
1294,41.7547,-87.7136,2021-10-09T06:00,PM2.5,11.8,UG/M3,49,1
1295,41.7547,-87.7136,2021-10-09T06:00,OZONE,9.0,PPB,8,1
1296,42.0622,-87.6736,2021-10-09T06:00,OZONE,2.0,PPB,2,1
1297,41.755798,-87.545303,2021-10-09T06:00,OZONE,4.0,PPB,4,1
1298,41.965,-87.8761,2021-10-09T07:00,OZONE,4.0,PPB,4,1
1299,42.0603,-87.8631,2021-10-09T07:00,PM2.5,11.2,UG/M3,47,1
1300,42.0603,-87.8631,2021-10-09T07:00,OZONE,1.0,PPB,1,1
1301,41.984402,-87.791901,2021-10-09T07:00,OZONE,3.0,PPB,3,1
1302,41.864329,-87.748826,2021-10-09T07:00,PM2.5,13.2,UG/M3,53,2
1303,41.6708,-87.7325,2021-10-09T07:00,PM2.5,13.1,UG/M3,53,2
1304,41.6708,-87.7325,2021-10-09T07:00,OZONE,17.0,PPB,16,1
1305,41.9136,-87.7239,2021-10-09T07:00,PM2.5,10.9,UG/M3,45,1
1306,41.7547,-87.7136,2021-10-09T07:00,PM2.5,11.5,UG/M3,48,1
1307,41.7547,-87.7136,2021-10-09T07:00,OZONE,12.0,PPB,11,1
1308,42.0622,-87.6736,2021-10-09T07:00,OZONE,1.0,PPB,1,1
1309,41.755798,-87.545303,2021-10-09T07:00,OZONE,7.0,PPB,6,1
1310,41.965,-87.8761,2021-10-09T08:00,OZONE,4.0,PPB,4,1
1311,42.0603,-87.8631,2021-10-09T08:00,PM2.5,11.3,UG/M3,47,1
1312,42.0603,-87.8631,2021-10-09T08:00,OZONE,2.0,PPB,2,1
1313,41.984402,-87.791901,2021-10-09T08:00,OZONE,2.0,PPB,2,1
1314,41.864329,-87.748826,2021-10-09T08:00,PM2.5,10.8,UG/M3,45,1
1315,41.6708,-87.7325,2021-10-09T08:00,PM2.5,12.0,UG/M3,50,1
1316,41.6708,-87.7325,2021-10-09T08:00,OZONE,15.0,PPB,14,1
1317,41.9136,-87.7239,2021-10-09T08:00,PM2.5,10.6,UG/M3,44,1
1318,41.7547,-87.7136,2021-10-09T08:00,PM2.5,10.1,UG/M3,42,1
1319,41.7547,-87.7136,2021-10-09T08:00,OZONE,16.0,PPB,15,1
1320,42.0622,-87.6736,2021-10-09T08:00,OZONE,0.0,PPB,0,1
1321,41.755798,-87.545303,2021-10-09T08:00,OZONE,16.0,PPB,15,1
1322,41.965,-87.8761,2021-10-09T09:00,OZONE,3.0,PPB,3,1
1323,42.0603,-87.8631,2021-10-09T09:00,PM2.5,11.2,UG/M3,47,1
1324,42.0603,-87.8631,2021-10-09T09:00,OZONE,2.0,PPB,2,1
1325,41.984402,-87.791901,2021-10-09T09:00,OZONE,3.0,PPB,3,1
1326,41.864329,-87.748826,2021-10-09T09:00,PM2.5,12.2,UG/M3,51,2
1327,41.6708,-87.7325,2021-10-09T09:00,PM2.5,11.3,UG/M3,47,1
1328,41.6708,-87.7325,2021-10-09T09:00,OZONE,11.0,PPB,10,1
1329,41.9136,-87.7239,2021-10-09T09:00,PM2.5,11.3,UG/M3,47,1
1330,41.7547,-87.7136,2021-10-09T09:00,PM2.5,9.2,UG/M3,38,1
1331,41.7547,-87.7136,2021-10-09T09:00,OZONE,12.0,PPB,11,1
1332,42.0622,-87.6736,2021-10-09T09:00,OZONE,0.0,PPB,0,1
1333,41.755798,-87.545303,2021-10-09T09:00,OZONE,13.0,PPB,12,1
1334,41.965,-87.8761,2021-10-09T10:00,OZONE,4.0,PPB,4,1
1335,42.0603,-87.8631,2021-10-09T10:00,PM2.5,11.1,UG/M3,46,1
1336,42.0603,-87.8631,2021-10-09T10:00,OZONE,5.0,PPB,5,1
1337,41.984402,-87.791901,2021-10-09T10:00,OZONE,3.0,PPB,3,1
1338,41.864329,-87.748826,2021-10-09T10:00,PM2.5,11.9,UG/M3,50,1
1339,41.6708,-87.7325,2021-10-09T10:00,PM2.5,12.6,UG/M3,52,2
1340,41.6708,-87.7325,2021-10-09T10:00,OZONE,10.0,PPB,9,1
1341,41.9136,-87.7239,2021-10-09T10:00,PM2.5,10.6,UG/M3,44,1
1342,41.7547,-87.7136,2021-10-09T10:00,PM2.5,8.6,UG/M3,36,1
1343,41.7547,-87.7136,2021-10-09T10:00,OZONE,12.0,PPB,11,1
1344,42.0622,-87.6736,2021-10-09T10:00,OZONE,3.0,PPB,3,1
1345,41.755798,-87.545303,2021-10-09T10:00,OZONE,9.0,PPB,8,1
1346,41.965,-87.8761,2021-10-09T11:00,OZONE,3.0,PPB,3,1
1347,42.0603,-87.8631,2021-10-09T11:00,PM2.5,11.0,UG/M3,46,1
1348,42.0603,-87.8631,2021-10-09T11:00,OZONE,4.0,PPB,4,1
1349,41.984402,-87.791901,2021-10-09T11:00,OZONE,4.0,PPB,4,1
1350,41.864329,-87.748826,2021-10-09T11:00,PM2.5,12.5,UG/M3,52,2
1351,41.6708,-87.7325,2021-10-09T11:00,PM2.5,13.7,UG/M3,54,2
1352,41.6708,-87.7325,2021-10-09T11:00,OZONE,10.0,PPB,9,1
1353,41.9136,-87.7239,2021-10-09T11:00,PM2.5,8.6,UG/M3,36,1
1354,41.7547,-87.7136,2021-10-09T11:00,PM2.5,9.0,UG/M3,38,1
1355,41.7547,-87.7136,2021-10-09T11:00,OZONE,7.0,PPB,6,1
1356,42.0622,-87.6736,2021-10-09T11:00,OZONE,3.0,PPB,3,1
1357,41.755798,-87.545303,2021-10-09T11:00,OZONE,4.0,PPB,4,1
1358,41.965,-87.8761,2021-10-09T12:00,OZONE,4.0,PPB,4,1
1359,42.0603,-87.8631,2021-10-09T12:00,PM2.5,10.9,UG/M3,45,1
1360,42.0603,-87.8631,2021-10-09T12:00,OZONE,6.0,PPB,6,1
1361,41.984402,-87.791901,2021-10-09T12:00,OZONE,4.0,PPB,4,1
1362,41.855301,-87.752502,2021-10-09T12:00,OZONE,7.0,PPB,6,1
1363,41.864329,-87.748826,2021-10-09T12:00,PM2.5,11.7,UG/M3,49,1
1364,41.6708,-87.7325,2021-10-09T12:00,PM2.5,13.6,UG/M3,54,2
1365,41.6708,-87.7325,2021-10-09T12:00,OZONE,11.0,PPB,10,1
1366,41.9136,-87.7239,2021-10-09T12:00,PM2.5,9.3,UG/M3,39,1
1367,41.7547,-87.7136,2021-10-09T12:00,PM2.5,10.2,UG/M3,43,1
1368,41.7547,-87.7136,2021-10-09T12:00,OZONE,8.0,PPB,7,1
1369,42.0622,-87.6736,2021-10-09T12:00,OZONE,8.0,PPB,7,1
1370,41.755798,-87.545303,2021-10-09T12:00,OZONE,9.0,PPB,8,1
1371,41.965,-87.8761,2021-10-09T13:00,OZONE,8.0,PPB,7,1
1372,42.0603,-87.8631,2021-10-09T13:00,PM2.5,11.0,UG/M3,46,1
1373,42.0603,-87.8631,2021-10-09T13:00,OZONE,9.0,PPB,8,1
1374,41.984402,-87.791901,2021-10-09T13:00,OZONE,6.0,PPB,6,1
1375,41.855301,-87.752502,2021-10-09T13:00,OZONE,13.0,PPB,12,1
1376,41.864329,-87.748826,2021-10-09T13:00,PM2.5,11.2,UG/M3,47,1
1377,41.6708,-87.7325,2021-10-09T13:00,PM2.5,15.3,UG/M3,58,2
1378,41.6708,-87.7325,2021-10-09T13:00,OZONE,14.0,PPB,13,1
1379,41.9136,-87.7239,2021-10-09T13:00,PM2.5,10.1,UG/M3,42,1
1380,41.7547,-87.7136,2021-10-09T13:00,PM2.5,10.0,UG/M3,42,1
1381,41.7547,-87.7136,2021-10-09T13:00,OZONE,16.0,PPB,15,1
1382,42.0622,-87.6736,2021-10-09T13:00,OZONE,10.0,PPB,9,1
1383,41.755798,-87.545303,2021-10-09T13:00,OZONE,18.0,PPB,17,1
1384,41.965,-87.8761,2021-10-09T14:00,OZONE,10.0,PPB,9,1
1385,42.0603,-87.8631,2021-10-09T14:00,PM2.5,10.9,UG/M3,45,1
1386,42.0603,-87.8631,2021-10-09T14:00,OZONE,13.0,PPB,12,1
1387,41.984402,-87.791901,2021-10-09T14:00,OZONE,13.0,PPB,12,1
1388,41.855301,-87.752502,2021-10-09T14:00,OZONE,17.0,PPB,16,1
1389,41.864329,-87.748826,2021-10-09T14:00,PM2.5,10.9,UG/M3,45,1
1390,41.6708,-87.7325,2021-10-09T14:00,PM2.5,15.1,UG/M3,57,2
1391,41.6708,-87.7325,2021-10-09T14:00,OZONE,19.0,PPB,18,1
1392,41.9136,-87.7239,2021-10-09T14:00,PM2.5,10.1,UG/M3,42,1
1393,41.7547,-87.7136,2021-10-09T14:00,PM2.5,9.2,UG/M3,38,1
1394,41.7547,-87.7136,2021-10-09T14:00,OZONE,19.0,PPB,18,1
1395,42.0622,-87.6736,2021-10-09T14:00,OZONE,15.0,PPB,14,1
1396,41.755798,-87.545303,2021-10-09T14:00,OZONE,24.0,PPB,22,1
1397,41.965,-87.8761,2021-10-09T15:00,OZONE,16.0,PPB,15,1
1398,42.0603,-87.8631,2021-10-09T15:00,PM2.5,10.7,UG/M3,45,1
1399,42.0603,-87.8631,2021-10-09T15:00,OZONE,16.0,PPB,15,1
1400,41.984402,-87.791901,2021-10-09T15:00,OZONE,16.0,PPB,15,1
1401,41.855301,-87.752502,2021-10-09T15:00,OZONE,22.0,PPB,20,1
1402,41.864329,-87.748826,2021-10-09T15:00,PM2.5,11.9,UG/M3,50,1
1403,41.6708,-87.7325,2021-10-09T15:00,PM2.5,14.2,UG/M3,55,2
1404,41.6708,-87.7325,2021-10-09T15:00,OZONE,30.0,PPB,28,1
1405,41.9136,-87.7239,2021-10-09T15:00,PM2.5,9.9,UG/M3,41,1
1406,41.7547,-87.7136,2021-10-09T15:00,PM2.5,7.9,UG/M3,33,1
1407,41.7547,-87.7136,2021-10-09T15:00,OZONE,25.0,PPB,23,1
1408,42.0622,-87.6736,2021-10-09T15:00,OZONE,17.0,PPB,16,1
1409,41.755798,-87.545303,2021-10-09T15:00,OZONE,25.0,PPB,23,1
1410,41.965,-87.8761,2021-10-09T16:00,OZONE,22.0,PPB,20,1
1411,42.0603,-87.8631,2021-10-09T16:00,PM2.5,10.1,UG/M3,42,1
1412,42.0603,-87.8631,2021-10-09T16:00,OZONE,24.0,PPB,22,1
1413,41.984402,-87.791901,2021-10-09T16:00,OZONE,23.0,PPB,21,1
1414,41.855301,-87.752502,2021-10-09T16:00,OZONE,32.0,PPB,30,1
1415,41.864329,-87.748826,2021-10-09T16:00,PM2.5,11.2,UG/M3,47,1
1416,41.6708,-87.7325,2021-10-09T16:00,PM2.5,12.3,UG/M3,51,2
1417,41.6708,-87.7325,2021-10-09T16:00,OZONE,33.0,PPB,31,1
1418,41.9136,-87.7239,2021-10-09T16:00,PM2.5,9.0,UG/M3,38,1
1419,41.7547,-87.7136,2021-10-09T16:00,PM2.5,7.6,UG/M3,32,1
1420,41.7547,-87.7136,2021-10-09T16:00,OZONE,34.0,PPB,31,1
1421,42.0622,-87.6736,2021-10-09T16:00,OZONE,23.0,PPB,21,1
1422,41.755798,-87.545303,2021-10-09T16:00,OZONE,30.0,PPB,28,1
1423,41.965,-87.8761,2021-10-09T17:00,OZONE,29.0,PPB,27,1
1424,42.0603,-87.8631,2021-10-09T17:00,PM2.5,9.1,UG/M3,38,1
1425,42.0603,-87.8631,2021-10-09T17:00,OZONE,29.0,PPB,27,1
1426,41.984402,-87.791901,2021-10-09T17:00,OZONE,28.0,PPB,26,1
1427,41.855301,-87.752502,2021-10-09T17:00,OZONE,43.0,PPB,40,1
1428,41.864329,-87.748826,2021-10-09T17:00,PM2.5,10.7,UG/M3,45,1
1429,41.6708,-87.7325,2021-10-09T17:00,PM2.5,13.2,UG/M3,53,2
1430,41.6708,-87.7325,2021-10-09T17:00,OZONE,40.0,PPB,37,1
1431,41.9136,-87.7239,2021-10-09T17:00,PM2.5,9.5,UG/M3,40,1
1432,41.7547,-87.7136,2021-10-09T17:00,OZONE,37.0,PPB,34,1
1433,41.7547,-87.7136,2021-10-09T17:00,PM2.5,7.4,UG/M3,31,1
1434,42.0622,-87.6736,2021-10-09T17:00,OZONE,29.0,PPB,27,1
1435,41.755798,-87.545303,2021-10-09T17:00,OZONE,39.0,PPB,36,1
1436,41.965,-87.8761,2021-10-09T18:00,OZONE,35.0,PPB,32,1
1437,42.0603,-87.8631,2021-10-09T18:00,PM2.5,8.7,UG/M3,36,1
1438,42.0603,-87.8631,2021-10-09T18:00,OZONE,37.0,PPB,34,1
1439,41.984402,-87.791901,2021-10-09T18:00,OZONE,37.0,PPB,34,1
1440,41.855301,-87.752502,2021-10-09T18:00,OZONE,46.0,PPB,43,1
1441,41.864329,-87.748826,2021-10-09T18:00,PM2.5,10.0,UG/M3,42,1
1442,41.6708,-87.7325,2021-10-09T18:00,PM2.5,12.6,UG/M3,52,2
1443,41.6708,-87.7325,2021-10-09T18:00,OZONE,43.0,PPB,40,1
1444,41.9136,-87.7239,2021-10-09T18:00,PM2.5,10.5,UG/M3,44,1
1445,41.7547,-87.7136,2021-10-09T18:00,OZONE,43.0,PPB,40,1
1446,41.7547,-87.7136,2021-10-09T18:00,PM2.5,7.7,UG/M3,32,1
1447,42.0622,-87.6736,2021-10-09T18:00,OZONE,32.0,PPB,30,1
1448,41.755798,-87.545303,2021-10-09T18:00,OZONE,46.0,PPB,43,1
1449,41.965,-87.8761,2021-10-09T19:00,OZONE,37.0,PPB,34,1
1450,42.0603,-87.8631,2021-10-09T19:00,OZONE,42.0,PPB,39,1
1451,42.0603,-87.8631,2021-10-09T19:00,PM2.5,8.9,UG/M3,37,1
1452,41.984402,-87.791901,2021-10-09T19:00,OZONE,41.0,PPB,38,1
1453,41.855301,-87.752502,2021-10-09T19:00,OZONE,50.0,PPB,46,1
1454,41.864329,-87.748826,2021-10-09T19:00,PM2.5,10.5,UG/M3,44,1
1455,41.6708,-87.7325,2021-10-09T19:00,PM2.5,11.2,UG/M3,47,1
1456,41.6708,-87.7325,2021-10-09T19:00,OZONE,46.0,PPB,43,1
