,Latitude,Longitude,DateTime,Parameter,Concentration,Unit,AQI,Category
1055,41.855301,-87.752502,2021-10-16T11:00,OZONE,18.0,PPB,17,1
1056,41.864329,-87.748826,2021-10-16T11:00,PM2.5,4.0,UG/M3,17,1
1057,41.6708,-87.7325,2021-10-16T11:00,PM2.5,10.9,UG/M3,45,1
1058,41.6708,-87.7325,2021-10-16T11:00,OZONE,21.0,PPB,19,1
1059,41.9136,-87.7239,2021-10-16T11:00,PM2.5,6.4,UG/M3,27,1
1060,41.7547,-87.7136,2021-10-16T11:00,OZONE,15.0,PPB,14,1
1061,41.7547,-87.7136,2021-10-16T11:00,PM2.5,2.6,UG/M3,11,1
1062,42.0622,-87.6736,2021-10-16T11:00,OZONE,21.0,PPB,19,1
1063,41.755798,-87.545303,2021-10-16T11:00,OZONE,19.0,PPB,18,1
1064,41.965,-87.8761,2021-10-16T12:00,OZONE,12.0,PPB,11,1
1065,42.0603,-87.8631,2021-10-16T12:00,PM2.5,5.0,UG/M3,21,1
1066,42.0603,-87.8631,2021-10-16T12:00,OZONE,20.0,PPB,19,1
1067,41.984402,-87.791901,2021-10-16T12:00,OZONE,20.0,PPB,19,1
1068,41.855301,-87.752502,2021-10-16T12:00,OZONE,16.0,PPB,15,1
1069,41.864329,-87.748826,2021-10-16T12:00,PM2.5,5.1,UG/M3,21,1
1070,41.6708,-87.7325,2021-10-16T12:00,PM2.5,10.3,UG/M3,43,1
1071,41.6708,-87.7325,2021-10-16T12:00,OZONE,20.0,PPB,19,1
1072,41.9136,-87.7239,2021-10-16T12:00,PM2.5,6.8,UG/M3,28,1
1073,41.7547,-87.7136,2021-10-16T12:00,PM2.5,3.9,UG/M3,16,1
1074,41.7547,-87.7136,2021-10-16T12:00,OZONE,14.0,PPB,13,1
1075,42.0622,-87.6736,2021-10-16T12:00,OZONE,19.0,PPB,18,1
1076,41.755798,-87.545303,2021-10-16T12:00,OZONE,18.0,PPB,17,1
1077,41.965,-87.8761,2021-10-16T13:00,OZONE,14.0,PPB,13,1
1078,42.0603,-87.8631,2021-10-16T13:00,PM2.5,5.3,UG/M3,22,1
1079,42.0603,-87.8631,2021-10-16T13:00,OZONE,21.0,PPB,19,1
1080,41.984402,-87.791901,2021-10-16T13:00,OZONE,21.0,PPB,19,1
1081,41.855301,-87.752502,2021-10-16T13:00,OZONE,18.0,PPB,17,1
1082,41.864329,-87.748826,2021-10-16T13:00,PM2.5,6.2,UG/M3,26,1
1083,41.6708,-87.7325,2021-10-16T13:00,PM2.5,9.7,UG/M3,40,1
1084,41.6708,-87.7325,2021-10-16T13:00,OZONE,21.0,PPB,19,1
1085,41.9136,-87.7239,2021-10-16T13:00,PM2.5,7.1,UG/M3,30,1
1086,41.7547,-87.7136,2021-10-16T13:00,PM2.5,4.9,UG/M3,20,1
1087,41.7547,-87.7136,2021-10-16T13:00,OZONE,17.0,PPB,16,1
1088,42.0622,-87.6736,2021-10-16T13:00,OZONE,20.0,PPB,19,1
1089,41.755798,-87.545303,2021-10-16T13:00,OZONE,18.0,PPB,17,1
1090,41.965,-87.8761,2021-10-16T14:00,OZONE,14.0,PPB,13,1
1091,42.0603,-87.8631,2021-10-16T14:00,PM2.5,5.8,UG/M3,24,1
1092,42.0603,-87.8631,2021-10-16T14:00,OZONE,24.0,PPB,22,1
1093,41.984402,-87.791901,2021-10-16T14:00,OZONE,23.0,PPB,21,1
1094,41.855301,-87.752502,2021-10-16T14:00,OZONE,22.0,PPB,20,1
1095,41.864329,-87.748826,2021-10-16T14:00,PM2.5,5.8,UG/M3,24,1
1096,41.6708,-87.7325,2021-10-16T14:00,PM2.5,9.5,UG/M3,40,1
1097,41.6708,-87.7325,2021-10-16T14:00,OZONE,25.0,PPB,23,1
1098,41.9136,-87.7239,2021-10-16T14:00,PM2.5,7.3,UG/M3,30,1
1099,41.7547,-87.7136,2021-10-16T14:00,OZONE,22.0,PPB,20,1
1100,41.7547,-87.7136,2021-10-16T14:00,PM2.5,3.9,UG/M3,16,1
1101,42.0622,-87.6736,2021-10-16T14:00,OZONE,20.0,PPB,19,1
1102,41.755798,-87.545303,2021-10-16T14:00,OZONE,21.0,PPB,19,1
1103,41.965,-87.8761,2021-10-16T15:00,OZONE,19.0,PPB,18,1
1104,42.0603,-87.8631,2021-10-16T15:00,PM2.5,6.0,UG/M3,25,1
1105,42.0603,-87.8631,2021-10-16T15:00,OZONE,26.0,PPB,24,1
1106,41.984402,-87.791901,2021-10-16T15:00,OZONE,24.0,PPB,22,1
1107,41.855301,-87.752502,2021-10-16T15:00,OZONE,25.0,PPB,23,1
1108,41.864329,-87.748826,2021-10-16T15:00,PM2.5,4.8,UG/M3,20,1
1109,41.6708,-87.7325,2021-10-16T15:00,PM2.5,9.6,UG/M3,40,1
1110,41.6708,-87.7325,2021-10-16T15:00,OZONE,29.0,PPB,27,1
1111,41.9136,-87.7239,2021-10-16T15:00,PM2.5,6.7,UG/M3,28,1
1112,41.7547,-87.7136,2021-10-16T15:00,OZONE,26.0,PPB,24,1
1113,41.7547,-87.7136,2021-10-16T15:00,PM2.5,3.3,UG/M3,14,1
1114,42.0622,-87.6736,2021-10-16T15:00,OZONE,22.0,PPB,20,1
1115,41.755798,-87.545303,2021-10-16T15:00,OZONE,25.0,PPB,23,1
1116,41.965,-87.8761,2021-10-16T16:00,OZONE,20.0,PPB,19,1
1117,42.0603,-87.8631,2021-10-16T16:00,OZONE,28.0,PPB,26,1
1118,42.0603,-87.8631,2021-10-16T16:00,PM2.5,6.0,UG/M3,25,1
1119,41.984402,-87.791901,2021-10-16T16:00,OZONE,26.0,PPB,24,1
1120,41.855301,-87.752502,2021-10-16T16:00,OZONE,30.0,PPB,28,1
1121,41.864329,-87.748826,2021-10-16T16:00,PM2.5,5.2,UG/M3,22,1
1122,41.6708,-87.7325,2021-10-16T16:00,PM2.5,9.7,UG/M3,40,1
1123,41.6708,-87.7325,2021-10-16T16:00,OZONE,28.0,PPB,26,1
1124,41.9136,-87.7239,2021-10-16T16:00,PM2.5,6.0,UG/M3,25,1
1125,41.7547,-87.7136,2021-10-16T16:00,OZONE,25.0,PPB,23,1
1126,41.7547,-87.7136,2021-10-16T16:00,PM2.5,4.7,UG/M3,20,1
1127,42.0622,-87.6736,2021-10-16T16:00,OZONE,26.0,PPB,24,1
1128,41.755798,-87.545303,2021-10-16T16:00,OZONE,29.0,PPB,27,1
1129,41.965,-87.8761,2021-10-16T17:00,OZONE,18.0,PPB,17,1
1130,42.0603,-87.8631,2021-10-16T17:00,OZONE,30.0,PPB,28,1
1131,42.0603,-87.8631,2021-10-16T17:00,PM2.5,5.9,UG/M3,25,1
1132,41.984402,-87.791901,2021-10-16T17:00,OZONE,27.0,PPB,25,1
1133,41.855301,-87.752502,2021-10-16T17:00,OZONE,31.0,PPB,29,1
1134,41.864329,-87.748826,2021-10-16T17:00,PM2.5,5.1,UG/M3,21,1
1135,41.6708,-87.7325,2021-10-16T17:00,PM2.5,8.9,UG/M3,37,1
1136,41.6708,-87.7325,2021-10-16T17:00,OZONE,30.0,PPB,28,1
1137,41.9136,-87.7239,2021-10-16T17:00,PM2.5,6.8,UG/M3,28,1
1138,41.7547,-87.7136,2021-10-16T17:00,OZONE,30.0,PPB,28,1
1139,41.7547,-87.7136,2021-10-16T17:00,PM2.5,4.6,UG/M3,19,1
1140,42.0622,-87.6736,2021-10-16T17:00,OZONE,29.0,PPB,27,1
1141,41.755798,-87.545303,2021-10-16T17:00,OZONE,32.0,PPB,30,1
1142,41.965,-87.8761,2021-10-16T18:00,OZONE,20.0,PPB,19,1
1143,42.0603,-87.8631,2021-10-16T18:00,OZONE,30.0,PPB,28,1
1144,42.0603,-87.8631,2021-10-16T18:00,PM2.5,5.7,UG/M3,24,1
1145,41.984402,-87.791901,2021-10-16T18:00,OZONE,28.0,PPB,26,1
1146,41.855301,-87.752502,2021-10-16T18:00,OZONE,31.0,PPB,29,1
1147,41.864329,-87.748826,2021-10-16T18:00,PM2.5,5.5,UG/M3,23,1
1148,41.6708,-87.7325,2021-10-16T18:00,PM2.5,9.6,UG/M3,40,1
1149,41.6708,-87.7325,2021-10-16T18:00,OZONE,34.0,PPB,31,1
1150,41.9136,-87.7239,2021-10-16T18:00,PM2.5,6.1,UG/M3,25,1
1151,41.7547,-87.7136,2021-10-16T18:00,OZONE,33.0,PPB,31,1
1152,41.7547,-87.7136,2021-10-16T18:00,PM2.5,3.9,UG/M3,16,1
1153,42.0622,-87.6736,2021-10-16T18:00,OZONE,31.0,PPB,29,1
1154,41.755798,-87.545303,2021-10-16T18:00,OZONE,34.0,PPB,31,1
1155,41.965,-87.8761,2021-10-16T19:00,OZONE,25.0,PPB,23,1
1156,42.0603,-87.8631,2021-10-16T19:00,OZONE,33.0,PPB,31,1
1157,42.0603,-87.8631,2021-10-16T19:00,PM2.5,5.4,UG/M3,23,1
1158,41.984402,-87.791901,2021-10-16T19:00,OZONE,33.0,PPB,31,1
1159,41.855301,-87.752502,2021-10-16T19:00,OZONE,34.0,PPB,31,1
1160,41.864329,-87.748826,2021-10-16T19:00,PM2.5,5.5,UG/M3,23,1
1161,41.6708,-87.7325,2021-10-16T19:00,PM2.5,9.4,UG/M3,39,1
1162,41.6708,-87.7325,2021-10-16T19:00,OZONE,35.0,PPB,32,1
1163,41.9136,-87.7239,2021-10-16T19:00,PM2.5,6.3,UG/M3,26,1
1164,41.7547,-87.7136,2021-10-16T19:00,OZONE,34.0,PPB,31,1
1165,41.7547,-87.7136,2021-10-16T19:00,PM2.5,4.0,UG/M3,17,1
1166,42.0622,-87.6736,2021-10-16T19:00,OZONE,30.0,PPB,28,1
1167,41.755798,-87.545303,2021-10-16T19:00,OZONE,34.0,PPB,31,1
1168,41.965,-87.8761,2021-10-16T20:00,OZONE,24.0,PPB,22,1
1169,42.0603,-87.8631,2021-10-16T20:00,OZONE,35.0,PPB,32,1
1170,42.0603,-87.8631,2021-10-16T20:00,PM2.5,4.8,UG/M3,20,1
1171,41.984402,-87.791901,2021-10-16T20:00,OZONE,32.0,PPB,30,1
1172,41.855301,-87.752502,2021-10-16T20:00,OZONE,35.0,PPB,32,1
1173,41.864329,-87.748826,2021-10-16T20:00,PM2.5,6.1,UG/M3,25,1
1174,41.6708,-87.7325,2021-10-16T20:00,PM2.5,9.2,UG/M3,38,1
1175,41.6708,-87.7325,2021-10-16T20:00,OZONE,35.0,PPB,32,1
1176,41.9136,-87.7239,2021-10-16T20:00,PM2.5,6.2,UG/M3,26,1
1177,41.7547,-87.7136,2021-10-16T20:00,OZONE,34.0,PPB,31,1
1178,41.7547,-87.7136,2021-10-16T20:00,PM2.5,6.2,UG/M3,26,1
1179,42.0622,-87.6736,2021-10-16T20:00,OZONE,32.0,PPB,30,1
1180,41.755798,-87.545303,2021-10-16T20:00,OZONE,35.0,PPB,32,1
1181,41.965,-87.8761,2021-10-16T21:00,OZONE,23.0,PPB,21,1
1182,42.0603,-87.8631,2021-10-16T21:00,OZONE,34.0,PPB,31,1
1183,42.0603,-87.8631,2021-10-16T21:00,PM2.5,4.4,UG/M3,18,1
1184,41.984402,-87.791901,2021-10-16T21:00,OZONE,34.0,PPB,31,1
1185,41.855301,-87.752502,2021-10-16T21:00,OZONE,34.0,PPB,31,1
1186,41.864329,-87.748826,2021-10-16T21:00,PM2.5,5.7,UG/M3,24,1
1187,41.6708,-87.7325,2021-10-16T21:00,PM2.5,8.6,UG/M3,36,1
1188,41.6708,-87.7325,2021-10-16T21:00,OZONE,34.0,PPB,31,1
1189,41.9136,-87.7239,2021-10-16T21:00,PM2.5,5.8,UG/M3,24,1
1190,41.7547,-87.7136,2021-10-16T21:00,OZONE,32.0,PPB,30,1
1191,41.7547,-87.7136,2021-10-16T21:00,PM2.5,6.2,UG/M3,26,1
1192,42.0622,-87.6736,2021-10-16T21:00,OZONE,34.0,PPB,31,1
1193,41.755798,-87.545303,2021-10-16T21:00,OZONE,35.0,PPB,32,1
1194,41.965,-87.8761,2021-10-16T22:00,OZONE,22.0,PPB,20,1
1195,42.0603,-87.8631,2021-10-16T22:00,OZONE,35.0,PPB,32,1
1196,42.0603,-87.8631,2021-10-16T22:00,PM2.5,4.1,UG/M3,17,1
1197,41.984402,-87.791901,2021-10-16T22:00,OZONE,33.0,PPB,31,1
1198,41.855301,-87.752502,2021-10-16T22:00,OZONE,33.0,PPB,31,1
1199,41.864329,-87.748826,2021-10-16T22:00,PM2.5,5.3,UG/M3,22,1
1200,41.6708,-87.7325,2021-10-16T22:00,PM2.5,8.2,UG/M3,34,1
1201,41.6708,-87.7325,2021-10-16T22:00,OZONE,34.0,PPB,31,1
1202,41.9136,-87.7239,2021-10-16T22:00,PM2.5,5.4,UG/M3,23,1
1203,41.7547,-87.7136,2021-10-16T22:00,OZONE,33.0,PPB,31,1
1204,41.7547,-87.7136,2021-10-16T22:00,PM2.5,5.5,UG/M3,23,1
1205,42.0622,-87.6736,2021-10-16T22:00,OZONE,34.0,PPB,31,1
1206,41.755798,-87.545303,2021-10-16T22:00,OZONE,34.0,PPB,31,1
1207,41.965,-87.8761,2021-10-16T23:00,OZONE,17.0,PPB,16,1
1208,42.0603,-87.8631,2021-10-16T23:00,OZONE,32.0,PPB,30,1
1209,42.0603,-87.8631,2021-10-16T23:00,PM2.5,4.3,UG/M3,18,1
1210,41.984402,-87.791901,2021-10-16T23:00,OZONE,28.0,PPB,26,1
1211,41.855301,-87.752502,2021-10-16T23:00,OZONE,30.0,PPB,28,1
1212,41.864329,-87.748826,2021-10-16T23:00,PM2.5,6.3,UG/M3,26,1
1213,41.6708,-87.7325,2021-10-16T23:00,PM2.5,7.4,UG/M3,31,1
1214,41.6708,-87.7325,2021-10-16T23:00,OZONE,31.0,PPB,29,1
1215,41.9136,-87.7239,2021-10-16T23:00,PM2.5,4.3,UG/M3,18,1
1216,41.7547,-87.7136,2021-10-16T23:00,OZONE,32.0,PPB,30,1
1217,41.7547,-87.7136,2021-10-16T23:00,PM2.5,4.9,UG/M3,20,1
1218,42.0622,-87.6736,2021-10-16T23:00,OZONE,32.0,PPB,30,1
1219,41.755798,-87.545303,2021-10-16T23:00,OZONE,30.0,PPB,28,1
1220,41.965,-87.8761,2021-10-17T00:00,OZONE,20.0,PPB,19,1
1221,42.0603,-87.8631,2021-10-17T00:00,OZONE,30.0,PPB,28,1
1222,42.0603,-87.8631,2021-10-17T00:00,PM2.5,4.8,UG/M3,20,1
1223,41.984402,-87.791901,2021-10-17T00:00,OZONE,26.0,PPB,24,1
1224,41.855301,-87.752502,2021-10-17T00:00,OZONE,26.0,PPB,24,1
1225,41.864329,-87.748826,2021-10-17T00:00,PM2.5,5.7,UG/M3,24,1
1226,41.6708,-87.7325,2021-10-17T00:00,PM2.5,7.9,UG/M3,33,1
1227,41.6708,-87.7325,2021-10-17T00:00,OZONE,30.0,PPB,28,1
1228,41.9136,-87.7239,2021-10-17T00:00,PM2.5,5.1,UG/M3,21,1
1229,41.7547,-87.7136,2021-10-17T00:00,OZONE,27.0,PPB,25,1
1230,41.7547,-87.7136,2021-10-17T00:00,PM2.5,5.8,UG/M3,24,1
1231,42.0622,-87.6736,2021-10-17T00:00,OZONE,29.0,PPB,27,1
1232,41.755798,-87.545303,2021-10-17T00:00,OZONE,22.0,PPB,20,1
1233,41.965,-87.8761,2021-10-17T01:00,OZONE,18.0,PPB,17,1
1234,42.0603,-87.8631,2021-10-17T01:00,OZONE,29.0,PPB,27,1
1235,42.0603,-87.8631,2021-10-17T01:00,PM2.5,5.5,UG/M3,23,1
1236,41.984402,-87.791901,2021-10-17T01:00,OZONE,29.0,PPB,27,1
1237,41.855301,-87.752502,2021-10-17T01:00,OZONE,27.0,PPB,25,1
1238,41.864329,-87.748826,2021-10-17T01:00,PM2.5,6.2,UG/M3,26,1
1239,41.6708,-87.7325,2021-10-17T01:00,PM2.5,10.6,UG/M3,44,1
1240,41.6708,-87.7325,2021-10-17T01:00,OZONE,29.0,PPB,27,1
1241,41.9136,-87.7239,2021-10-17T01:00,PM2.5,6.8,UG/M3,28,1
1242,41.7547,-87.7136,2021-10-17T01:00,PM2.5,7.3,UG/M3,30,1
1243,41.7547,-87.7136,2021-10-17T01:00,OZONE,28.0,PPB,26,1
1244,42.0622,-87.6736,2021-10-17T01:00,OZONE,27.0,PPB,25,1
1245,41.755798,-87.545303,2021-10-17T01:00,OZONE,18.0,PPB,17,1
1246,41.965,-87.8761,2021-10-17T02:00,OZONE,18.0,PPB,17,1
1247,42.0603,-87.8631,2021-10-17T02:00,OZONE,30.0,PPB,28,1
1248,42.0603,-87.8631,2021-10-17T02:00,PM2.5,5.6,UG/M3,23,1
1249,41.984402,-87.791901,2021-10-17T02:00,OZONE,30.0,PPB,28,1
1250,41.855301,-87.752502,2021-10-17T02:00,OZONE,27.0,PPB,25,1
1251,41.864329,-87.748826,2021-10-17T02:00,PM2.5,7.8,UG/M3,33,1
1252,41.6708,-87.7325,2021-10-17T02:00,PM2.5,9.9,UG/M3,41,1
1253,41.6708,-87.7325,2021-10-17T02:00,OZONE,26.0,PPB,24,1
1254,41.9136,-87.7239,2021-10-17T02:00,PM2.5,6.8,UG/M3,28,1
1255,41.7547,-87.7136,2021-10-17T02:00,PM2.5,7.7,UG/M3,32,1
1256,41.7547,-87.7136,2021-10-17T02:00,OZONE,27.0,PPB,25,1
1257,42.0622,-87.6736,2021-10-17T02:00,OZONE,26.0,PPB,24,1
1258,41.755798,-87.545303,2021-10-17T02:00,OZONE,24.0,PPB,22,1
1259,41.965,-87.8761,2021-10-17T03:00,OZONE,15.0,PPB,14,1
1260,42.0603,-87.8631,2021-10-17T03:00,OZONE,29.0,PPB,27,1
1261,42.0603,-87.8631,2021-10-17T03:00,PM2.5,5.6,UG/M3,23,1
1262,41.984402,-87.791901,2021-10-17T03:00,OZONE,26.0,PPB,24,1
1263,41.855301,-87.752502,2021-10-17T03:00,OZONE,25.0,PPB,23,1
1264,41.864329,-87.748826,2021-10-17T03:00,PM2.5,8.1,UG/M3,34,1
1265,41.6708,-87.7325,2021-10-17T03:00,PM2.5,9.0,UG/M3,38,1
1266,41.6708,-87.7325,2021-10-17T03:00,OZONE,24.0,PPB,22,1
1267,41.9136,-87.7239,2021-10-17T03:00,PM2.5,6.4,UG/M3,27,1
1268,41.7547,-87.7136,2021-10-17T03:00,PM2.5,7.3,UG/M3,30,1
1269,41.7547,-87.7136,2021-10-17T03:00,OZONE,23.0,PPB,21,1
1270,42.0622,-87.6736,2021-10-17T03:00,OZONE,27.0,PPB,25,1
1271,41.755798,-87.545303,2021-10-17T03:00,OZONE,15.0,PPB,14,1
1272,41.965,-87.8761,2021-10-17T04:00,OZONE,16.0,PPB,15,1
1273,42.0603,-87.8631,2021-10-17T04:00,PM2.5,5.5,UG/M3,23,1
1274,42.0603,-87.8631,2021-10-17T04:00,OZONE,24.0,PPB,22,1
1275,41.984402,-87.791901,2021-10-17T04:00,OZONE,23.0,PPB,21,1
1276,41.855301,-87.752502,2021-10-17T04:00,OZONE,24.0,PPB,22,1
1277,41.864329,-87.748826,2021-10-17T04:00,PM2.5,7.5,UG/M3,31,1
1278,41.6708,-87.7325,2021-10-17T04:00,PM2.5,9.4,UG/M3,39,1
1279,41.6708,-87.7325,2021-10-17T04:00,OZONE,22.0,PPB,20,1
1280,41.9136,-87.7239,2021-10-17T04:00,PM2.5,7.8,UG/M3,33,1
1281,41.7547,-87.7136,2021-10-17T04:00,PM2.5,10.4,UG/M3,43,1
1282,41.7547,-87.7136,2021-10-17T04:00,OZONE,18.0,PPB,17,1
1283,42.0622,-87.6736,2021-10-17T04:00,OZONE,26.0,PPB,24,1
1284,41.755798,-87.545303,2021-10-17T04:00,OZONE,10.0,PPB,9,1
1285,41.965,-87.8761,2021-10-17T05:00,OZONE,13.0,PPB,12,1
1286,42.0603,-87.8631,2021-10-17T05:00,PM2.5,5.4,UG/M3,23,1
1287,42.0603,-87.8631,2021-10-17T05:00,OZONE,24.0,PPB,22,1
1288,41.984402,-87.791901,2021-10-17T05:00,OZONE,26.0,PPB,24,1
1289,41.855301,-87.752502,2021-10-17T05:00,OZONE,23.0,PPB,21,1
1290,41.864329,-87.748826,2021-10-17T05:00,PM2.5,6.5,UG/M3,27,1
1291,41.6708,-87.7325,2021-10-17T05:00,PM2.5,9.5,UG/M3,40,1
1292,41.6708,-87.7325,2021-10-17T05:00,OZONE,19.0,PPB,18,1
1293,41.9136,-87.7239,2021-10-17T05:00,PM2.5,7.9,UG/M3,33,1
1294,41.7547,-87.7136,2021-10-17T05:00,PM2.5,9.1,UG/M3,38,1
1295,41.7547,-87.7136,2021-10-17T05:00,OZONE,15.0,PPB,14,1
1296,42.0622,-87.6736,2021-10-17T05:00,OZONE,24.0,PPB,22,1
1297,41.755798,-87.545303,2021-10-17T05:00,OZONE,10.0,PPB,9,1
1298,41.965,-87.8761,2021-10-17T06:00,OZONE,16.0,PPB,15,1
1299,42.0603,-87.8631,2021-10-17T06:00,PM2.5,5.5,UG/M3,23,1
1300,42.0603,-87.8631,2021-10-17T06:00,OZONE,24.0,PPB,22,1
1301,41.984402,-87.791901,2021-10-17T06:00,OZONE,22.0,PPB,20,1
1302,41.855301,-87.752502,2021-10-17T06:00,OZONE,21.0,PPB,19,1
1303,41.864329,-87.748826,2021-10-17T06:00,PM2.5,5.2,UG/M3,22,1
1304,41.6708,-87.7325,2021-10-17T06:00,PM2.5,10.1,UG/M3,42,1
1305,41.6708,-87.7325,2021-10-17T06:00,OZONE,17.0,PPB,16,1
1306,41.9136,-87.7239,2021-10-17T06:00,PM2.5,9.3,UG/M3,39,1
1307,41.7547,-87.7136,2021-10-17T06:00,PM2.5,8.2,UG/M3,34,1
1308,41.7547,-87.7136,2021-10-17T06:00,OZONE,15.0,PPB,14,1
1309,42.0622,-87.6736,2021-10-17T06:00,OZONE,25.0,PPB,23,1
1310,41.755798,-87.545303,2021-10-17T06:00,OZONE,13.0,PPB,12,1
1311,41.965,-87.8761,2021-10-17T07:00,OZONE,15.0,PPB,14,1
1312,42.0603,-87.8631,2021-10-17T07:00,PM2.5,5.5,UG/M3,23,1
1313,42.0603,-87.8631,2021-10-17T07:00,OZONE,24.0,PPB,22,1
1314,41.984402,-87.791901,2021-10-17T07:00,OZONE,20.0,PPB,19,1
1315,41.855301,-87.752502,2021-10-17T07:00,OZONE,19.0,PPB,18,1
1316,41.864329,-87.748826,2021-10-17T07:00,PM2.5,5.2,UG/M3,22,1
1317,41.6708,-87.7325,2021-10-17T07:00,PM2.5,10.1,UG/M3,42,1
1318,41.6708,-87.7325,2021-10-17T07:00,OZONE,18.0,PPB,17,1
1319,41.9136,-87.7239,2021-10-17T07:00,PM2.5,8.9,UG/M3,37,1
1320,41.7547,-87.7136,2021-10-17T07:00,PM2.5,8.6,UG/M3,36,1
1321,41.7547,-87.7136,2021-10-17T07:00,OZONE,17.0,PPB,16,1
1322,42.0622,-87.6736,2021-10-17T07:00,OZONE,22.0,PPB,20,1
1323,41.755798,-87.545303,2021-10-17T07:00,OZONE,13.0,PPB,12,1
1324,41.965,-87.8761,2021-10-17T08:00,OZONE,12.0,PPB,11,1
1325,42.0603,-87.8631,2021-10-17T08:00,PM2.5,5.6,UG/M3,23,1
1326,42.0603,-87.8631,2021-10-17T08:00,OZONE,23.0,PPB,21,1
1327,41.984402,-87.791901,2021-10-17T08:00,OZONE,15.0,PPB,14,1
1328,41.855301,-87.752502,2021-10-17T08:00,OZONE,21.0,PPB,19,1
1329,41.864329,-87.748826,2021-10-17T08:00,PM2.5,5.6,UG/M3,23,1
1330,41.6708,-87.7325,2021-10-17T08:00,PM2.5,9.0,UG/M3,38,1
1331,41.6708,-87.7325,2021-10-17T08:00,OZONE,21.0,PPB,19,1
1332,41.9136,-87.7239,2021-10-17T08:00,PM2.5,8.5,UG/M3,35,1
1333,41.7547,-87.7136,2021-10-17T08:00,PM2.5,7.3,UG/M3,30,1
1334,41.7547,-87.7136,2021-10-17T08:00,OZONE,16.0,PPB,15,1
1335,42.0622,-87.6736,2021-10-17T08:00,OZONE,22.0,PPB,20,1
1336,41.755798,-87.545303,2021-10-17T08:00,OZONE,15.0,PPB,14,1
1337,41.965,-87.8761,2021-10-17T09:00,OZONE,10.0,PPB,9,1
1338,42.0603,-87.8631,2021-10-17T09:00,PM2.5,5.7,UG/M3,24,1
1339,42.0603,-87.8631,2021-10-17T09:00,OZONE,18.0,PPB,17,1
1340,41.984402,-87.791901,2021-10-17T09:00,OZONE,12.0,PPB,11,1
1341,41.855301,-87.752502,2021-10-17T09:00,OZONE,18.0,PPB,17,1
1342,41.864329,-87.748826,2021-10-17T09:00,PM2.5,5.8,UG/M3,24,1
1343,41.6708,-87.7325,2021-10-17T09:00,PM2.5,7.5,UG/M3,31,1
1344,41.6708,-87.7325,2021-10-17T09:00,OZONE,19.0,PPB,18,1
1345,41.9136,-87.7239,2021-10-17T09:00,PM2.5,9.2,UG/M3,38,1
1346,41.7547,-87.7136,2021-10-17T09:00,PM2.5,6.7,UG/M3,28,1
1347,41.7547,-87.7136,2021-10-17T09:00,OZONE,13.0,PPB,12,1
1348,42.0622,-87.6736,2021-10-17T09:00,OZONE,21.0,PPB,19,1
1349,41.755798,-87.545303,2021-10-17T09:00,OZONE,13.0,PPB,12,1
1350,41.965,-87.8761,2021-10-17T10:00,OZONE,8.0,PPB,7,1
1351,42.0603,-87.8631,2021-10-17T10:00,PM2.5,5.9,UG/M3,25,1
1352,42.0603,-87.8631,2021-10-17T10:00,OZONE,14.0,PPB,13,1
1353,41.984402,-87.791901,2021-10-17T10:00,OZONE,14.0,PPB,13,1
1354,41.855301,-87.752502,2021-10-17T10:00,OZONE,13.0,PPB,12,1
1355,41.864329,-87.748826,2021-10-17T10:00,PM2.5,5.4,UG/M3,23,1
1356,41.6708,-87.7325,2021-10-17T10:00,PM2.5,6.2,UG/M3,26,1
1357,41.6708,-87.7325,2021-10-17T10:00,OZONE,17.0,PPB,16,1
1358,41.9136,-87.7239,2021-10-17T10:00,PM2.5,9.1,UG/M3,38,1
1359,41.7547,-87.7136,2021-10-17T10:00,PM2.5,6.6,UG/M3,28,1
1360,41.7547,-87.7136,2021-10-17T10:00,OZONE,11.0,PPB,10,1
1361,42.0622,-87.6736,2021-10-17T10:00,OZONE,17.0,PPB,16,1
1362,41.755798,-87.545303,2021-10-17T10:00,OZONE,9.0,PPB,8,1
1363,41.965,-87.8761,2021-10-17T11:00,OZONE,14.0,PPB,13,1
1364,42.0603,-87.8631,2021-10-17T11:00,PM2.5,5.8,UG/M3,24,1
1365,42.0603,-87.8631,2021-10-17T11:00,OZONE,15.0,PPB,14,1
1366,41.984402,-87.791901,2021-10-17T11:00,OZONE,8.0,PPB,7,1
1367,41.855301,-87.752502,2021-10-17T11:00,OZONE,13.0,PPB,12,1
1368,41.864329,-87.748826,2021-10-17T11:00,PM2.5,4.7,UG/M3,20,1
1369,41.6708,-87.7325,2021-10-17T11:00,PM2.5,6.3,UG/M3,26,1
1370,41.6708,-87.7325,2021-10-17T11:00,OZONE,13.0,PPB,12,1
1371,41.9136,-87.7239,2021-10-17T11:00,PM2.5,8.7,UG/M3,36,1
1372,41.7547,-87.7136,2021-10-17T11:00,PM2.5,6.1,UG/M3,25,1
1373,41.7547,-87.7136,2021-10-17T11:00,OZONE,11.0,PPB,10,1
1374,42.0622,-87.6736,2021-10-17T11:00,OZONE,16.0,PPB,15,1
1375,41.755798,-87.545303,2021-10-17T11:00,OZONE,9.0,PPB,8,1
1376,41.965,-87.8761,2021-10-17T12:00,OZONE,9.0,PPB,8,1
1377,42.0603,-87.8631,2021-10-17T12:00,PM2.5,5.7,UG/M3,24,1
1378,42.0603,-87.8631,2021-10-17T12:00,OZONE,14.0,PPB,13,1
